stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,beginDate,endDate,Latitude,Longitude,x,y,Elevation,Slope,Aspect,Curvature,Northness,Eastness
09286699:UT:USGS,09286699,UT,USGS,Currant Creek Diversion,UT,Wasatch,140600040401.0,7684.0,40.3336,-111.05222,,,,1980-10-01 00:00:00.0,2100-01-01,40.324,-111.068,387.0,241.0,2584.7578,0.23249054,61.846336,-146.86661,0.44086513,-0.7226039
09UTCURR:UT:BOR,09UTCURR,UT,BOR,Currant Creek Reservoir,UT,Wasatch,140600040401.0,7678.0,40.333,-111.05274,,,,1982-10-01 00:00:00.0,2100-01-01,40.324,-111.068,387.0,241.0,2584.7578,0.23249054,61.846336,-146.86661,0.44086513,-0.7226039
2087:SD:COOP,2087,SD,COOP,Custer,MT,Custer,101201090601.0,5480.0,43.78333,-103.6,,,CUSS2,1911-07-01 00:00:00.0,2100-01-01,43.78,-103.616,594.0,145.0,1637.0355,1.4725571,90.25917,662.94604,-0.004523404,-0.78539306
06099000:MT:USGS,06099000,MT,USGS,Cut Bank Ck at Cut Bank,MT,Glacier,100302020705.0,3550.0,48.63333,-112.35,,,,1905-01-01 00:00:00.0,2100-01-01,48.64,-112.364,351.0,10.0,1132.2688,3.4453354,171.83032,615.63574,-0.7802982,-0.14115992
2173:MT:COOP,2173,MT,COOP,Cut Bank FAA Airport,MT,Glacier,100302020705.0,3840.0,48.6,-112.36666,,,CTBM8,1903-12-01 00:00:00.0,2100-01-01,48.604,-112.364,351.0,11.0,1105.3374,5.9361267,49.373386,690.8248,0.5771669,-0.64921653
919:MT:SNTL,919,MT,SNTL,Daisy Peak,MT,Meagher,100402010106.0,7600.0,46.66858,-110.33022,-8.0,,DAZM8,1977-09-01 00:00:00.0,2100-01-01,46.66,-110.348,407.0,65.0,2005.4911,0.21232605,194.95213,-3469.939,-0.7681792,0.25250506
09147000:CO:USGS,09147000,CO,USGS,Dallas Creek nr Ridgway,CO,Ouray,140200060205.0,6980.0,38.16667,-107.75,,,,1922-01-01 00:00:00.0,2100-01-01,38.164,-107.756,479.0,301.0,2179.4207,1.2449951,210.86337,9251.013,-0.70934653,0.47398755
433:MT:SNTL,433,MT,SNTL,Daly Creek,MT,Ravalli,170102050901.0,5780.0,46.18367,-113.8533,-8.0,,DALM8,1966-10-01 00:00:00.0,2100-01-01,46.192,-113.84,310.0,78.0,1952.8374,0.2732544,243.2511,4429.098,-0.42292166,0.72892725
434:OR:SNTL,434,OR,SNTL,Daly Lake,OR,Linn,170900060101.0,3690.0,44.52147,-122.08718,-8.0,,DALO3,1978-10-01 00:00:00.0,2100-01-01,44.536,-122.084,81.0,124.0,1344.0037,0.66560364,270.0119,-1899.062,0.00020775809,0.7853982
08P05:NM:SNOW,08P05,NM,SNOW,Dan Valley,CO,Cibola,150200040103.0,7640.0,35.21667,-108.43333,,,DANN5,1994-01-01 00:00:00.0,2100-01-01,35.212,-108.44,460.0,383.0,2324.4578,0.29873657,232.1315,-524.89374,-0.550542,0.6682574
DAN:CA:MSNT,DAN,CA,MSNT,Dana Meadows,GC,Tuolumne,180400090102.0,9800.0,37.897,-119.257,,,,1980-10-26 00:00:00.0,2100-01-01,37.912,-119.24,160.0,308.0,3612.949,2.255539,138.66516,-8955.88,-0.64405304,-0.58369213
DAN:CA:SNOW,DAN,CA,SNOW,Dana Meadows,UN,Tuolumne,180400090102.0,9800.0,37.897,-119.257,,,,1926-01-01 00:00:00.0,2100-01-01,37.912,-119.24,160.0,308.0,3612.949,2.255539,138.66516,-8955.88,-0.64405304,-0.58369213
2242:WY:COOP,2242,WY,COOP,Daniel Fish Hatchery,MT,Sublette,140401010701.0,7340.0,42.91666,-110.13333,,,DANW4,1989-07-01 00:00:00.0,2100-01-01,42.916,-110.132,413.0,169.0,2237.8928,3.076767,189.02264,814.1824,-0.779173,0.15555772
12G12:ID:SNOW,12G12,ID,SNOW,Daniels Creek,ID,Oneida,160102040102.0,6277.0,42.39947,-112.34563,,,DACI1,1961-02-01 00:00:00.0,2100-01-01,42.412,-112.328,352.0,183.0,2221.9626,0.25370026,324.55396,-11212.849,0.6836175,0.52553594
435:UT:SNTL,435,UT,SNTL,Daniels-Strawberry,UT,Wasatch,140600040101.0,8008.0,40.2953,-111.25677,-8.0,,DSTU1,1978-10-01 00:00:00.0,2100-01-01,40.288,-111.248,382.0,242.0,2378.042,0.64385986,72.25023,1393.4619,0.29591003,-0.7610212
2221:MT:COOP,2221,MT,COOP,Darby,MT,Ravalli,170102050806.0,3880.0,46.01666,-114.16666,,,DRBM8,1898-09-01 00:00:00.0,2100-01-01,46.012,-114.164,301.0,83.0,1263.9364,0.43201447,234.71063,7083.1787,-0.5238656,0.68456817
10F21:WY:SNOW,10F21,WY,SNOW,Darby Canyon,ID,Teton,170402040106.0,8250.0,43.66093,-111.01162,,,DRBW4,1961-01-01 00:00:00.0,2100-01-01,43.672,-110.996,389.0,148.0,2844.9907,0.26745605,310.115,-6976.996,0.57237464,0.65287614
436:MT:SNTL,436,MT,SNTL,Darkhorse Lake,MT,Beaverhead,100200040301.0,8945.0,45.17367,-113.58448,-8.0,,DHLM8,1977-08-01 00:00:00.0,2100-01-01,45.184,-113.588,317.0,106.0,2540.0127,0.35182953,51.971474,-10109.404,0.5521401,-0.66719836
1992:WA:COOP,1992,WA,COOP,Darrington Ranger Stn,OR,Snohomish,171100060404.0,550.0,48.25,-121.6,,,DARW1,1911-12-01 00:00:00.0,2100-01-01,48.244,-121.616,94.0,21.0,467.2021,0.08796692,8.653767,6811.6597,0.77967346,-0.14934286
2375:WY:COOP,2375,WY,COOP,Darwin Ranch,MT,Teton,170401020203.0,8160.0,43.41666,-110.16666,,,DARW4,1974-08-01 00:00:00.0,2100-01-01,43.42,-110.168,412.0,155.0,2636.7632,0.27217865,310.34656,1169.0135,0.5745517,0.65122724
CO0002:CO:USGS,CO0002,CO,USGS,Davenport Ditch,CO,Montezuma,140801070101.0,7654.0,37.376,-108.2283,,,,1950-05-01 00:00:00.0,2100-01-01,37.372,-108.224,466.0,323.0,2475.0505,0.18860626,247.92169,1974.1979,-0.35953635,0.7473566
2399:WY:COOP,2399,WY,COOP,Dayton,MT,Sheridan,100901010207.0,4060.0,44.86666,-107.25,,,DYTW4,1951-04-01 00:00:00.0,2100-01-01,44.86,-107.252,493.0,115.0,1295.4764,0.7482376,15.093548,6748.5938,0.7678482,-0.25473872
DHC:CA:SNOW,DHC,CA,SNOW,Dead Horse Canyon,UN,Siskiyou,180200040201.0,4500.0,41.208,-121.775,,,,1945-02-01 00:00:00.0,2100-01-01,41.224,-121.76,90.0,216.0,1369.5708,0.8707733,44.85868,-1115.5616,0.61664,-0.6143146
DHM:CA:SNOW,DHM,CA,SNOW,Dead Horse Meadow,UN,Tulare,180300050102.0,7300.0,35.873,-118.587,,,,1937-04-01 00:00:00.0,2100-01-01,35.86,-118.592,178.0,365.0,2295.0447,0.2106247,250.46848,-14562.644,-0.3226432,0.7557834
DDF:CA:SNOW,DDF,CA,SNOW,Deadfall Lakes,UN,Trinity,180102110201.0,7200.0,41.318,-122.503,,,,1946-04-01 00:00:00.0,2100-01-01,41.332,-122.516,69.0,213.0,2374.101,0.19621277,264.34686,-15351.135,-0.09818915,0.78296053
437:MT:SNTL,437,MT,SNTL,Deadman Creek,MT,Meagher,100301030401.0,6450.0,46.79279,-110.67545,-8.0,,DDMM8,1966-10-01 00:00:00.0,2100-01-01,46.804,-110.672,398.0,61.0,2127.477,0.30504608,280.76636,-4198.3535,0.1846761,0.7765188
DDM:CA:MSNT,DDM,CA,MSNT,Deadman Creek,GC,Tuolumne,180400100203.0,9250.0,38.332,-119.653,,,,1987-11-01 00:00:00.0,2100-01-01,38.344,-119.636,149.0,296.0,2792.3303,0.26210022,129.40572,-7633.165,-0.5656209,-0.6578529
DDM:CA:SNOW,DDM,CA,SNOW,Deadman Creek,UN,Tuolumne,180400100203.0,9250.0,38.332,-119.654,,,,1960-02-01 00:00:00.0,2100-01-01,38.344,-119.672,148.0,296.0,3113.6619,0.62345123,304.02386,-7145.1978,0.5101366,0.69205964
CO0003:CO:USGS,CO0003,CO,USGS,Deadman Ditch,CO,Larimer,101800100102.0,10169.0,40.8344,-105.8014,,,,1934-10-01 00:00:00.0,2100-01-01,40.828,-105.812,533.0,227.0,3049.4622,3.6977158,111.25682,-8189.1055,-0.34781033,-0.7501971
16F01:ID:SNOW,16F01,ID,SNOW,Deadman Gulch,ID,Boise,170501120103.0,5246.0,43.91358,-116.0133,,,DEGI1,1949-04-01 00:00:00.0,2100-01-01,43.924,-116.0,250.0,141.0,1425.8143,0.30516052,61.071545,619.0619,0.45053655,-0.7189571
05J06:CO:SNOW,05J06,CO,SNOW,Deadman Hill,CO,Larimer,101900070502.0,10220.0,40.8,-105.76667,,,DDMC2,1937-03-01 00:00:00.0,2100-01-01,40.792,-105.776,534.0,228.0,3203.2974,0.5370407,225.66551,-6696.2124,-0.609951,0.6209024
438:CO:SNTL,438,CO,SNTL,Deadman Hill,CO,Larimer,101900070502.0,10239.0,40.80572,-105.77018,-8.0,,DDMC2,1978-10-01 00:00:00.0,2100-01-01,40.792,-105.776,534.0,228.0,3203.2974,0.5370407,225.66551,-6696.2124,-0.609951,0.6209024
06122500:MT:BOR,06122500,MT,BOR,Deadman's Basin Res,MT,Wheatland,100402011007.0,3921.0,46.34011,-109.40917,,,,1941-06-01 00:00:00.0,2100-01-01,46.336,-109.412,433.0,74.0,1150.7517,37.94894,224.44461,895.28345,-0.6200124,0.61087316
22G27:OR:SNOW,22G27,OR,SNOW,Deadwood Junction,OR,Jackson,171003070804.0,4660.0,42.28537,-122.37698,,,DDZO3,1960-01-01 00:00:00.0,2100-01-01,42.268,-122.372,73.0,187.0,1551.2645,0.31681824,260.72784,-2400.2644,-0.15975131,0.77882236
13236000:ID:BOR,13236000,ID,BOR,Deadwood Reservoir,ID,Valley,170501200403.0,5334.0,44.29338,-115.64673,,,,1931-01-01 00:00:00.0,2100-01-01,44.284,-115.64,260.0,131.0,1849.0078,0.6656189,321.52417,4704.707,0.6642086,0.55657214
13236500:ID:USGS,13236500,ID,USGS,Deadwood Reservoir Inflow,ID,Valley,170501200501.0,5181.0,44.29194,-115.64194,,,,1926-10-01 00:00:00.0,2100-01-01,44.284,-115.64,260.0,131.0,1849.0078,0.6656189,321.52417,4704.707,0.6642086,0.55657214
439:ID:SNTL,439,ID,SNTL,Deadwood Summit,ID,Valley,170501200401.0,6860.0,44.54514,-115.5638,-8.0,,DDSI1,1978-10-01 00:00:00.0,2100-01-01,44.536,-115.568,262.0,124.0,2338.7832,0.36647797,264.37738,-2528.8665,-0.09766435,0.78298676
06073500:MT:USGS,06073500,MT,USGS,Dearborn R nr Craig,MT,Lewis and Clark,100301020404.0,3800.0,47.19911,-112.09639,,,,1945-10-01 00:00:00.0,2100-01-01,47.2,-112.112,358.0,50.0,1201.2605,1.9176025,53.94565,1628.083,0.53195965,-0.67987764
2190:CA:SCAN,2190,CA,SCAN,Death Valley Jct,GC,Inyo,180902021504.0,2062.0,36.32502,-116.35132,-8.0,70961.0,DVJC1,2012-06-08 00:00:00.0,2100-01-01,36.328,-116.36,240.0,352.0,646.3107,0.90367126,267.88525,2249.8782,-0.036883935,0.78505754
2415:WY:COOP,2415,WY,COOP,Deaver,MT,Big Horn,100800140406.0,4100.0,44.88333,-108.6,,,DEVW4,1916-01-01 00:00:00.0,2100-01-01,44.896,-108.584,456.0,114.0,1236.1998,2.1080322,53.369267,883.83276,0.5379566,-0.67626196
10371500:OR:USGS,10371500,OR,USGS,Deep Ck ab Adel,OR,Lake,171200070310.0,4980.0,42.18905,-120.00162,,,,1922-10-01 00:00:00.0,2100-01-01,42.196,-119.996,139.0,189.0,1630.0964,0.738472,84.9593,-1546.8453,0.0876383,-0.7834607
06H17:WY:SNOW,06H17,WY,SNOW,Deep Lake,CO,Carbon,101800040302.0,10500.0,41.4,-106.28333,,,,1965-02-01 00:00:00.0,2100-01-01,41.404,-106.28,520.0,211.0,3389.283,0.75471497,96.583786,-7785.55,-0.114157595,-0.78208995
2187:CA:SCAN,2187,CA,SCAN,Deep Springs,GC,Inyo,180902010102.0,5399.0,37.37222,-117.97383,-8.0,70962.0,DPSC1,2011-11-21 00:00:00.0,2100-01-01,37.372,-117.98,195.0,323.0,1772.725,0.50624084,62.046726,3137.016,0.43833762,-0.7235286
09UT06JJ:UT:BOR,09UT06JJ,UT,BOR,Deer Creek Reservoir,UT,Wasatch,160202030405.0,5420.0,40.4084,-111.5287,,,,1950-01-01 00:00:00.0,2100-01-01,40.396,-111.536,374.0,239.0,2193.6274,0.14622498,300.48163,4894.713,0.46944025,0.71130013
2275:MT:COOP,2275,MT,COOP,Deer Lodge 3 W,MT,Powell,170102010707.0,4850.0,46.4,-112.8,,,DERM8,1938-10-01 00:00:00.0,2100-01-01,46.408,-112.796,339.0,72.0,1434.7517,0.88682556,111.39416,2616.197,-0.34978238,-0.7497304
23B04:WA:SNOW,23B04,WA,SNOW,Deer Park,OR,Clallam,171100200303.0,5346.0,47.94842,-123.25858,,,DPSW1,1949-01-01 00:00:00.0,2100-01-01,47.956,-123.272,48.0,29.0,1312.4283,0.19155884,119.21701,-4136.621,-0.45409763,-0.71756965
923:WY:SNTL,923,WY,SNTL,Deer Park,MT,Fremont,100800030101.0,9700.0,42.59076,-108.90273,-8.0,,DPKW4,1997-08-14 00:00:00.0,2100-01-01,42.592,-108.908,447.0,178.0,2922.9622,0.41173553,71.97869,-4873.926,0.30003142,-0.7602574
05J17:CO:SNOW,05J17,CO,SNOW,Deer Ridge,CO,Larimer,101900060204.0,9000.0,40.4,-105.63333,,,DEEC2,1949-02-01 00:00:00.0,2100-01-01,40.396,-105.632,538.0,239.0,2652.083,0.14642334,139.68999,9797.405,-0.6514882,-0.5742091
06409500:SD:BOR,06409500,SD,BOR,Deerfield,MT,Pennington,101201100106.0,5900.0,44.02899,-103.78571,,,,1945-10-01 00:00:00.0,2100-01-01,44.032,-103.796,589.0,138.0,1902.7006,0.81137085,353.67697,618.2077,0.78234726,0.10969193
06410000:SD:USGS,06410000,SD,USGS,Deerfield Reservoir Inflow,MT,Pennington,101201100108.0,5785.0,44.02915,-103.78187,,,,1946-08-01 00:00:00.0,2100-01-01,44.032,-103.796,589.0,138.0,1902.7006,0.81137085,353.67697,618.2077,0.78234726,0.10969193
1210:NV:SNTL,1210,NV,SNTL,Defiance Mines,UT,White Pine,160600081002.0,9302.0,39.08527,-114.89977,-8.0,,DEFN2,2011-12-22 00:00:00.0,2100-01-01,39.1,-114.884,281.0,275.0,2242.017,0.13019562,89.50083,-3934.8337,0.008711703,-0.7853792
14K09:NV:SNOW,14K09,NV,SNOW,"Defiance Mines, Aerial Marker",UT,White Pine,160600081002.0,9302.0,39.08527,-114.89977,,,DEFN2,1970-03-01 00:00:00.0,2100-01-01,39.1,-114.884,281.0,275.0,2242.017,0.13019562,89.50083,-3934.8337,0.008711703,-0.7853792
2184:CO:COOP,2184,CO,COOP,Del Norte,UN,Rio Grande,130100020701.0,7880.0,37.66666,-106.35,,,DLNC2,1893-01-01 00:00:00.0,2100-01-01,37.66,-106.352,518.0,315.0,2509.8433,0.41030884,17.214306,1908.1736,0.7624913,-0.2877339
DELU1:UT:USGS,DELU1,UT,USGS,Dell Fk nr SLC,UT,Salt Lake,160202040302.0,5800.0,40.76881,-111.7023,,,,1942-12-01 00:00:00.0,2100-01-01,40.756,-111.716,369.0,229.0,2074.1204,0.31443024,320.51596,5317.8467,0.6573089,0.56637293
16F13:ID:SNOW,16F13,ID,SNOW,Democrat Creek,ID,Owyhee,170501030601.0,5718.0,43.08738,-116.78114,,,,1970-01-01 00:00:00.0,2100-01-01,43.096,-116.792,228.0,164.0,1931.5996,0.4399109,14.746499,-5124.9487,0.7686547,-0.24924971
2220:CO:COOP,2220,CO,COOP,Denver WSFO AP,UN,Denver,101900030204.0,5290.0,39.76666,-104.86666,,,DNRC2,1948-01-01 00:00:00.0,2100-01-01,39.784,-104.876,559.0,256.0,1622.6714,2.2068253,344.65384,227.40173,0.7672488,0.25871897
19E03:OR:SNOW,19E03,OR,SNOW,Derr,OR,Wheeler,170703040401.0,5860.0,44.44722,-119.93062,,,DERO3,1937-04-01 00:00:00.0,2100-01-01,44.464,-119.924,141.0,126.0,1805.4014,0.25592804,348.26047,-5704.526,0.7748294,0.20072295
440:OR:SNTL,440,OR,SNTL,Derr.,OR,Wheeler,170703040401.0,5850.0,44.4465,-119.93012,-8.0,,DERO3,1979-10-01 00:00:00.0,2100-01-01,44.464,-119.924,141.0,126.0,1805.4014,0.25592804,348.26047,-5704.526,0.7748294,0.20072295
14064500:OR:USGS,14064500,OR,USGS,Deschutes R at Benham Falls,OR,Deschutes,170703010402.0,4142.0,43.93012,-121.41197,,,,1906-04-01 00:00:00.0,2100-01-01,43.924,-121.4,100.0,141.0,1330.511,0.7040024,312.65118,1337.4556,0.59548795,0.6341513
14054000:OR:USGS,14054000,OR,USGS,Deschutes R bl Crane Prairie,OR,Deschutes,170703010207.0,4420.0,43.75,-121.7825,,,,1922-03-01 00:00:00.0,2100-01-01,43.744,-121.796,89.0,146.0,1333.9344,1.5617752,157.16322,2843.9622,-0.74462914,-0.37021202
14050000:OR:USGS,14050000,OR,USGS,Deschutes R bl Snow Ck,OR,Deschutes,170703010104.0,4445.0,43.81401,-121.77697,,,,1937-10-01 00:00:00.0,2100-01-01,43.816,-121.76,90.0,144.0,1364.9363,0.28424072,281.19968,254.36972,0.19184005,0.7757851
2183:CA:SCAN,2183,CA,SCAN,Desert Center,GC,Riverside,181001004703.0,556.0,33.80208,-115.30505,-8.0,,ERTC1,2011-11-16 00:00:00.0,2100-01-01,33.808,-115.316,269.0,422.0,153.27586,1.4286575,154.82715,2268.2295,-0.7355865,-0.40216744
2243:NV:COOP,2243,NV,COOP,Desert Game Range,UN,Clark,150100150208.0,2920.0,36.43333,-115.36666,,,DNWN2,1940-04-01 00:00:00.0,2100-01-01,36.436,-115.352,268.0,349.0,906.76624,0.5502243,226.83752,6537.58,-0.5999542,0.63019717
13A02:MT:SNOW,13A02,MT,SNOW,Desert Mountain,MT,Flathead,170102090703.0,5600.0,48.41322,-113.95497,,,DMTM8,1937-03-01 00:00:00.0,2100-01-01,48.424,-113.948,307.0,16.0,1346.846,0.1881485,200.12857,-4474.5996,-0.75390804,0.33143398
14180500:OR:BOR,14180500,OR,BOR,Detroit,OR,Marion,170900050304.0,1569.0,44.72204,-122.24961,,,,1952-10-01 00:00:00.0,2100-01-01,44.716,-122.264,76.0,119.0,572.0331,0.15306091,61.95372,1324.4926,0.43951204,-0.7231003
2292:OR:COOP,2292,OR,COOP,Detroit Dam,OR,Linn,170900050304.0,1220.0,44.71666,-122.25,,,DTTO3,1947-10-01 00:00:00.0,2100-01-01,44.716,-122.264,76.0,119.0,572.0331,0.15306091,61.95372,1324.4926,0.43951204,-0.7231003
14181500:OR:USGS,14181500,OR,USGS,Detroit Lake Inflow,OR,Linn,170900050401.0,1094.0,44.75262,-122.29841,,,,1908-12-01 00:00:00.0,2100-01-01,44.752,-122.3,75.0,118.0,950.1124,0.44604492,11.767891,-2070.0781,0.7747779,-0.2011883
20A04:WA:SNOW,20A04,WA,SNOW,Devils Park,OR,Whatcom,171100050604.0,5900.0,48.74869,-120.86084,,,DVSW1,1950-02-01 00:00:00.0,2100-01-01,48.748,-120.86,115.0,7.0,1186.2682,0.74263,208.43452,1528.4265,-0.7212952,0.4443894
DPO:CA:MSNT,DPO,CA,MSNT,Devils Postpile,GC,Madera,180400060402.0,7569.0,37.629,-119.085,,,,2007-10-01 00:00:00.0,2100-01-01,37.624,-119.096,164.0,316.0,2337.264,0.33003235,256.63287,5393.749,-0.22719817,0.77166736
DPO:CA:SNOW,DPO,CA,SNOW,Devils Postpile,UN,Madera,180400060402.0,7569.0,37.629,-119.085,,,,2013-02-01 00:00:00.0,2100-01-01,37.624,-119.096,164.0,316.0,2337.264,0.33003235,256.63287,5393.749,-0.22719817,0.77166736
2466:WY:COOP,2466,WY,COOP,Devils Tower 2,MT,Crook,101202010807.0,3860.0,44.58333,-104.7,,,DTRW4,1959-01-01 00:00:00.0,2100-01-01,44.572,-104.696,564.0,123.0,1332.065,1.6939621,300.8013,739.68555,0.47325072,0.7096662
14149150:OR:BOR,14149150,OR,BOR,Dexter,OR,Lane,170900010703.0,695.0,43.92396,-122.80514,,,,1970-10-01 00:00:00.0,2100-01-01,43.924,-122.804,61.0,141.0,328.57736,0.3028946,315.95065,4195.8887,0.62319356,0.60754955
2157:WA:COOP,2157,WA,COOP,Diablo Dam,OR,Whatcom,171100050708.0,890.0,48.71666,-121.15,,,DIAW1,1915-01-01 00:00:00.0,2100-01-01,48.712,-121.148,107.0,8.0,1045.7354,0.08972931,51.176685,-1742.3776,0.5599794,-0.6618558
DMN:CA:SNOW,DMN,CA,SNOW,Diamond Crossing,UN,Placer,180201280202.0,6050.0,39.112,-120.283,,,,1967-02-01 00:00:00.0,2100-01-01,39.1,-120.284,131.0,275.0,2286.9265,0.5305786,215.50568,-3014.1401,-0.68325436,0.52616984
442:OR:SNTL,442,OR,SNTL,Diamond Lake,OR,Douglas,171003010204.0,5280.0,43.18787,-122.14003,-8.0,,DIAO3,1979-10-01 00:00:00.0,2100-01-01,43.204,-122.156,79.0,161.0,1626.8656,0.5118332,284.18274,2570.5723,0.24028179,0.76992315
443:NV:SNTL,443,NV,SNTL,Diamond Peak,UT,Eureka,160600051503.0,8017.0,39.56361,-115.84421,-8.0,,DPKN2,1983-10-01 00:00:00.0,2100-01-01,39.568,-115.856,254.0,262.0,2594.1262,0.3699112,181.21428,-11186.211,-0.7852859,0.021188358
2580:WY:COOP,2580,WY,COOP,Dillinger,MT,Campbell,101202010404.0,4310.0,44.11666,-105.11666,,,DILW4,1941-11-01 00:00:00.0,2100-01-01,44.104,-105.128,552.0,136.0,1352.705,1.9118652,353.4667,973.7066,0.78214055,0.11329324
2281:CO:COOP,2281,CO,COOP,Dillon 1 E,UN,Summit,140100020401.0,9060.0,39.63333,-106.03333,,,DLLC2,1893-01-01 00:00:00.0,2100-01-01,39.64,-106.028,527.0,260.0,3163.4426,0.2253418,235.00667,5626.591,-0.520692,0.68635035
09009020:CO:BOR,09009020,CO,BOR,Dillon Reservoir,CO,Summit,140100020401.0,9000.0,39.62123,-106.06198,,,,1963-08-01 00:00:00.0,2100-01-01,39.604,-106.064,526.0,261.0,2764.345,0.9779358,316.995,11210.628,0.6314215,0.5985854
2409:MT:COOP,2409,MT,COOP,Dillon Wmce,MT,Beaverhead,100200020311.0,5230.0,45.2,-112.63333,,,DLLM8,1895-01-01 00:00:00.0,2100-01-01,45.184,-112.616,344.0,106.0,1663.2047,0.9152374,307.9456,2962.234,0.5513128,0.6677479
444:UT:SNTL,444,UT,SNTL,Dills Camp,UT,Sanpete,140700020201.0,9228.0,39.04554,-111.46875,-8.0,,DCPU1,1978-10-01 00:00:00.0,2100-01-01,39.028,-111.464,376.0,277.0,2995.5532,0.26428223,76.76671,-4741.0337,0.22503914,-0.7719434
06221400:WY:USGS,06221400,WY,USGS,Dinwoody Ck nr Burris,MT,Fremont,100800010503.0,6500.0,43.34551,-109.41014,,,,1957-10-01 00:00:00.0,2100-01-01,43.348,-109.412,433.0,157.0,2419.9524,0.3107834,6.898302,1765.0435,0.7817655,-0.11953481
445:NV:SNTL,445,NV,SNTL,Disaster Peak,UT,Humboldt,160402010201.0,6260.0,41.96737,-118.18934,-8.0,,DSPN2,1980-10-01 00:00:00.0,2100-01-01,41.98,-118.196,189.0,195.0,1849.7065,0.3048401,78.55854,-1599.7854,0.19582435,-0.77536273
19A19:WA:SNOW,19A19,WA,SNOW,Disautel Pass,OR,Okanogan,170200061903.0,3310.0,48.28409,-119.14707,,,DISW1,2002-02-01 00:00:00.0,2100-01-01,48.28,-119.132,163.0,20.0,1165.0795,0.5493393,212.22565,-4133.3223,-0.70214075,0.48989627
13050018:ID:USGS,13050018,ID,USGS,Discharge Crosscut Canal To Teton River,ID,Teton,170402040502.0,5000.0,43.93389,-111.36493,,,,1937-10-01 00:00:00.0,2100-01-01,43.924,-111.356,379.0,141.0,1817.8628,0.7816391,327.45746,436.2659,0.7004116,0.49352583
13C42:MT:SNOW,13C42,MT,SNOW,Discovery Basin,MT,Granite,170102020102.0,7050.0,46.25567,-113.23402,,,DSVM8,1961-03-01 00:00:00.0,2100-01-01,46.264,-113.228,327.0,76.0,2266.4832,0.4859848,197.44838,-2916.0044,-0.7618545,0.29131576
446:CA:SNTL,446,CA,SNTL,Dismal Swamp,OR,Modoc,171200070304.0,7360.0,41.99127,-120.18033,-8.0,,DMLC1,1979-10-01 00:00:00.0,2100-01-01,41.98,-120.176,134.0,195.0,2429.004,0.48189545,179.01408,-9985.633,-0.78532416,-0.017204773
03F04:SD:SNOW,03F04,SD,SNOW,Ditch Creek,MT,Pennington,101201070501.0,6890.0,43.86667,-103.78333,,,,1989-01-01 00:00:00.0,2100-01-01,43.852,-103.796,589.0,143.0,2001.7344,1.057991,168.30005,-3781.351,-0.77490103,-0.20007333
13069000:ID:USGS,13069000,ID,USGS,Div Fm Snake R Bet Shelly And Blackfoot,ID,Bingham,170402060206.0,4400.0,43.33333,-112.33333,,,,1932-05-01 00:00:00.0,2100-01-01,43.348,-112.328,352.0,157.0,1413.3506,2.5422516,181.51918,308.74878,-0.7852224,0.026505217
13182450:OR:USGS,13182450,OR,USGS,Div To North And South Canals Fr Owyhee,ID,Malheur,170501100702.0,2344.0,43.6419,-117.2319,,,,1938-10-01 00:00:00.0,2100-01-01,43.636,-117.224,216.0,149.0,1194.0267,0.34345245,314.11166,-3214.4934,0.6080761,0.6226945
13059500:ID:USGS,13059500,ID,USGS,Div. Fm Snake R Bet Heise And Shelly Gag,ID,Bonneville,170402050403.0,4700.0,43.48333,-111.81667,,,,1932-05-01 00:00:00.0,2100-01-01,43.492,-111.824,366.0,153.0,1738.1371,1.5218124,54.283787,-1080.4733,0.5284009,-0.6819661
2595:WY:COOP,2595,WY,COOP,Diversion Dam,MT,Fremont,100800011002.0,5580.0,43.23333,-108.93333,,,MTNW4,1921-02-01 00:00:00.0,2100-01-01,43.24,-108.944,446.0,160.0,1693.1752,1.0134888,13.668452,1603.5356,0.7710355,-0.23204657
NM0002:NM:USGS,NM0002,NM,USGS,Diversion From Lake MayoLa,CO,Colfax,110800010101.0,7936.0,36.9839,-104.3733,,,,2011-10-01 00:00:00.0,2100-01-01,36.976,-104.372,573.0,334.0,2478.4177,0.37921906,172.85643,-1587.6104,-0.78150195,-0.12372077
09449000:AZ:USGS,09449000,AZ,USGS,Diversions From Gila R In Safford Valley,CO,Graham,150400050910.0,2520.0,33.18333,-110.21667,,,,1952-10-01 00:00:00.0,2100-01-01,33.196,-110.204,411.0,439.0,811.94855,1.8701096,46.77477,6644.378,0.6004979,-0.62970775
448:MT:SNTL,448,MT,SNTL,Divide,MT,Madison,100200030102.0,7800.0,44.79317,-112.05645,-8.0,,DIVM8,1971-01-01 00:00:00.0,2100-01-01,44.788,-112.04,360.0,117.0,2201.957,1.4637909,150.4125,2282.4805,-0.715765,-0.4586367
449:WY:SNTL,449,WY,SNTL,Divide Peak,CO,Carbon,140500030203.0,8730.0,41.30399,-107.15255,-8.0,,DVDW4,1979-10-01 00:00:00.0,2100-01-01,41.296,-107.144,496.0,214.0,2675.38,0.5318451,325.4815,-2591.7004,0.68917096,0.51555336
