stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,beginDate,endDate
12E03:ID:SNOW,12E03,ID,SNOW,Camp Creek,ID,Clark,170402140207.0,6549.0,44.4431,-112.22758,,,CMCI1,1936-01-01 00:00:00.0,2100-01-01
383:UT:SNTL,383,UT,SNTL,Camp Jackson,UT,San Juan,140802010301.0,8858.0,37.81333,-109.48723,-8.0,,CJSU1,1985-10-01 00:00:00.0,2100-01-01
09D01:MT:SNOW,09D01,MT,SNOW,Camp Senia,MT,Carbon,100700060903.0,7890.0,45.16825,-109.47167,,,CSNM8,1937-03-01 00:00:00.0,2100-01-01
07221500:NM:USGS,07221500,NM,USGS,Canadian River nr Sanchez,CO,San Miguel,110800030610.0,4500.0,35.65,-104.38333,,,,1912-10-01 00:00:00.0,2100-01-01
1389:NM:COOP,1389,NM,COOP,Canjilon Ranger Stn,UN,Rio Arriba,130201020901.0,7830.0,36.48333,-106.45,,,CJLN5,1938-09-01 00:00:00.0,2100-01-01
1294:CO:COOP,1294,CO,COOP,Canon City,UN,Fremont,110200020401.0,5330.0,38.41666,-105.23333,,,CTYC2,1893-03-01 00:00:00.0,2100-01-01
07095900:CO:USGS,07095900,CO,USGS,Canon City Hydraulic,CO,Fremont,110200011409.0,5597.0,38.42977,-105.27097,,,,1911-04-01 00:00:00.0,2100-01-01
07096100:CO:USGS,07096100,CO,USGS,Canon City Oil Creek Ditch,CO,Fremont,110200020401.0,5397.0,38.43375,-105.25266,,,,1912-01-01 00:00:00.0,2100-01-01
07094400:CO:USGS,07094400,CO,USGS,Canon City Water Works,CO,Fremont,110200011408.0,6235.0,38.43166,-105.36523,,,,1896-06-01 00:00:00.0,2100-01-01
384:WY:SNTL,384,WY,SNTL,Canyon,MT,Park,100700010705.0,7870.0,44.71961,-110.51084,-8.0,,CANW4,1960-10-01 00:00:00.0,2100-01-01
06058500:MT:BOR,06058500,MT,BOR,Canyon Ferry Lake,MT,Lewis and Clark,100301011205.0,3650.0,46.6482,-111.72737,,,,1953-03-01 00:00:00.0,2100-01-01
20L11:CA:SNOW,20L11,CA,SNOW,Caples Lake,UT,Alpine,180201290101.0,8000.0,38.71079,-120.04141,,,CPSC1,1939-04-01 00:00:00.0,2100-01-01
CAP:CA:MSNT,CAP,CA,MSNT,Caples Lake,GC,Alpine,180201290101.0,8000.0,38.71079,-120.04141,,,,1970-01-01 00:00:00.0,2100-01-01
CTOMWASH:NM:USGS,CTOMWASH,NM,USGS,Captain Tom Wash nr Two Gray Hills,CO,San Juan,140801061604.0,5900.0,36.2373,-108.8045,,,,1978-10-01 00:00:00.0,2100-01-01
UT0011:UT:USGS,UT0011,UT,USGS,Carbon Canal,UT,Carbon,140600070507.0,5680.0,39.6425,-110.86032,,,,1900-01-01 00:00:00.0,2100-01-01
385:MT:SNTL,385,MT,SNTL,Carrot Basin,MT,Gallatin,100200080105.0,9000.0,44.96192,-111.29403,-8.0,,CRRM8,1966-10-01 00:00:00.0,2100-01-01
1485:NV:COOP,1485,NV,COOP,Carson City,UN,Carson City,160502010505.0,4650.0,39.15,-119.76666,,,CRCN2,1893-01-01 00:00:00.0,2100-01-01
1067:CA:SNTL,1067,CA,SNTL,Carson Pass,UT,Alpine,180201290101.0,8355.0,38.6927,-120.0022,-8.0,,CXSC1,2004-10-01 00:00:00.0,2100-01-01
10312000:NV:USGS,10312000,NV,USGS,Carson R at Ft Churchill,UT,Lyon,160502020404.0,4180.0,39.29167,-119.31111,,,,1911-04-13 00:00:00.0,2100-01-01
10311000:NV:USGS,10311000,NV,USGS,Carson R nr Carson City,UT,Carson City,160502010504.0,4620.0,39.10769,-119.71323,,,,1939-05-12 00:00:00.0,2100-01-01
1525:MT:COOP,1525,MT,COOP,Carter 14 W,MT,Chouteau,100302051104.0,3450.0,47.78333,-111.21666,,,CAWM8,1982-11-01 00:00:00.0,2100-01-01
06016060:CO:BOR,06016060,CO,BOR,Carter Lake,CO,Larimer,101900060501.0,5780.0,40.31667,-105.21667,,,,1954-03-01 00:00:00.0,2100-01-01
1314:AZ:COOP,1314,AZ,COOP,Casa Grande Natl Monume,UN,Pinal,150501001003.0,1420.0,33.0,-111.53333,,,CLGA3,1906-01-01 00:00:00.0,2100-01-01
CSV:CA:MSNT,CSV,CA,MSNT,Casa Vieja Meadows,GC,Tulare,180300010401.0,8300.0,36.2,-118.268,,,,1985-01-01 00:00:00.0,2100-01-01
CSV:CA:SNOW,CSV,CA,SNOW,Casa Vieja Meadows,UN,Tulare,180300010401.0,8300.0,36.198,-118.272,,,,1930-04-01 00:00:00.0,2100-01-01
387:CO:SNTL,387,CO,SNTL,Cascade #2,CO,San Juan,140801040201.0,9012.0,37.65751,-107.80287,-8.0,,CADC2,1990-09-30 00:00:00.0,2100-01-01
1039:UT:SNTL,1039,UT,SNTL,Cascade Mountain,UT,Utah,160202030505.0,7774.0,40.283,-111.60992,-8.0,,CAMU1,2002-10-17 00:00:00.0,2100-01-01
13244500:ID:BOR,13244500,ID,BOR,Cascade Reservoir,ID,Valley,170501230400.0,4787.0,44.52429,-116.05289,,,,1948-10-01 00:00:00.0,2100-01-01
388:OR:SNTL,388,OR,SNTL,Cascade Summit,OR,Deschutes,170900010301.0,5100.0,43.59042,-122.0601,-8.0,,CSTO3,1979-10-01 00:00:00.0,2100-01-01
389:WY:SNTL,389,WY,SNTL,Casper Mtn.,CO,Natrona,101800070804.0,7920.0,42.73362,-106.31789,-8.0,,CSPW4,1962-01-01 00:00:00.0,2100-01-01
1570:WY:COOP,1570,WY,COOP,Casper WSO AP,MT,Natrona,101800070605.0,5340.0,42.91666,-106.46666,,,CPRW4,1948-08-01 00:00:00.0,2100-01-01
09F20:WY:SNOW,09F20,WY,SNOW,Castle Creek,MT,Fremont,100800010401.0,8400.0,43.6748,-109.3774,,,CASW4,1975-02-01 00:00:00.0,2100-01-01
1130:WY:SNTL,1130,WY,SNTL,Castle Creek,MT,Fremont,100800010401.0,8400.0,43.6748,-109.3774,-8.0,52446,CCSW4,2010-08-18 00:00:00.0,2100-01-01
20K28:CA:SNOW,20K28,CA,SNOW,Castle Creek 5,UT,Nevada,180201250602.0,7400.0,39.353,-120.353,,,CSCC1,1946-03-01 00:00:00.0,2100-01-01
390:UT:SNTL,390,UT,SNTL,Castle Valley,UT,Iron,160300010201.0,9607.0,37.66098,-112.74093,-8.0,,CVYU1,1980-06-21 00:00:00.0,2100-01-01
13320000:OR:USGS,13320000,OR,USGS,Catherine Ck nr Union,OR,Union,170601040507.0,3082.0,45.15542,-117.77493,,,,1911-01-01 00:00:00.0,2100-01-01
10137290:UT:BOR,10137290,UT,BOR,Causey Reservoir,UT,Weber,160201020205.0,5700.0,41.29827,-111.58692,,,,1965-12-01 00:00:00.0,2100-01-01
1448:OR:COOP,1448,OR,COOP,Cave Junction,OR,Josephine,171003110601.0,1280.0,42.16666,-123.66666,,,CVJO3,1962-01-01 00:00:00.0,2100-01-01
1152:NV:SNTL,1152,NV,SNTL,Cave Mountain,UT,White Pine,160600080402.0,10578.0,39.16337,-114.6133,-8.0,,CAVN2,2011-10-01 00:00:00.0,2100-01-01
2161:UT:SCAN,2161,UT,SCAN,Cave Valley,GC,Washington,150100080503.0,6273.0,37.35524,-113.12341,-7.0,43933,CAVU1,2010-04-12 00:00:00.0,2100-01-01
1085:WA:SNTL,1085,WA,SNTL,Cayuse Pass,OR,Pierce,171100140301.0,5240.0,46.86954,-121.5343,-8.0,,CAYW1,2006-10-01 00:00:00.0,2100-01-01
10G07:WY:SNOW,10G07,WY,SNOW,Ccc Camp,ID,Lincoln,170401050101.0,7000.0,42.52388,-110.88305,,,CCCW4,1936-01-01 00:00:00.0,2100-01-01
1233:WA:COOP,1233,WA,COOP,Cedar Lake,OR,King,171100120103.0,1560.0,47.41666,-121.73333,,,CEDW1,1898-07-01 00:00:00.0,2100-01-01
20H06:CA:SNOW,20H06,CA,SNOW,Cedar Pass,OR,Modoc,180200020603.0,7050.0,41.58245,-120.30202,,,CDRC1,1930-04-01 00:00:00.0,2100-01-01
391:CA:SNTL,391,CA,SNTL,Cedar Pass,OR,Modoc,180200020603.0,7030.0,41.58233,-120.3025,-8.0,,CDRC1,1977-10-01 00:00:00.0,2100-01-01
12116500:WA:USGS,12116500,WA,USGS,Cedar R at Cedar Falls,OR,King,171100120104.0,902.0,47.41705,-121.79205,,,,1914-04-01 00:00:00.0,2100-01-01
12115000:WA:USGS,12115000,WA,USGS,Cedar R nr Cedar Falls,OR,King,171100120103.0,1560.0,47.37011,-121.6251,,,,1945-10-01 00:00:00.0,2100-01-01
1614:CA:COOP,1614,CA,COOP,Cedarville,UN,Modoc,180800010207.0,4670.0,41.53333,-120.16666,,,CEDC1,1894-05-01 00:00:00.0,2100-01-01
1630:NM:COOP,1630,NM,COOP,Cerro,UN,Taos,130201010405.0,7650.0,36.75,-105.6,,,CRRN5,1910-06-01 00:00:00.0,2100-01-01
CHP:CA:MSNT,CHP,CA,MSNT,Chagoopa Plateau,GC,Tulare,180300010203.0,10300.0,36.497,-118.442,,,,1984-01-01 00:00:00.0,2100-01-01
1139:AZ:SNTL,1139,AZ,SNTL,Chalender,CO,Coconino,150602020305.0,7035.0,35.26238,-112.06221,-8.0,,CDRA3,2009-05-15 00:00:00.0,2100-01-01
12P01:AZ:SNOW,12P01,AZ,SNOW,Chalender,CO,Coconino,150602020305.0,7100.0,35.25,-112.06667,,,XCHA3,1947-01-01 00:00:00.0,2100-01-01
CHK:CA:SNOW,CHK,CA,SNOW,Chalk Bluff,UN,Nevada,180201250801.0,4850.0,39.305,-120.81,,,,1986-02-01 00:00:00.0,2100-01-01
10131000:UT:USGS,10131000,UT,USGS,Chalk Ck at Coalville,UT,Summit,160201010307.0,5561.0,40.9205,-111.40159,,,,1927-04-01 00:00:00.0,2100-01-01
07091000:CO:USGS,07091000,CO,USGS,Chalk Ck nr Nathrop,CO,Chaffee,110200010502.0,8113.0,38.73361,-106.16002,,,,1949-01-01 00:00:00.0,2100-01-01
392:UT:SNTL,392,UT,SNTL,Chalk Creek #1,UT,Summit,160201010301.0,9171.0,40.85464,-111.04765,-8.0,,CHCU1,1978-10-01 00:00:00.0,2100-01-01
393:UT:SNTL,393,UT,SNTL,Chalk Creek #2,UT,Summit,160201010301.0,8208.0,40.88529,-111.06954,-8.0,,CCKU1,1978-10-01 00:00:00.0,2100-01-01
1664:NM:COOP,1664,NM,COOP,Chama,UN,Rio Arriba,130201020204.0,7850.0,36.91666,-106.58333,,,CHMN5,1893-04-01 00:00:00.0,2100-01-01
05J02:CO:SNOW,05J02,CO,SNOW,Chambers Lake,CO,Larimer,101900070204.0,9000.0,40.61667,-105.83333,,,CHLC2,1936-04-01 00:00:00.0,2100-01-01
06016070:CO:BOR,06016070,CO,BOR,Chambers Lake,CO,Larimer,101900070204.0,9150.0,40.6,-105.85,,,,1950-05-01 00:00:00.0,2100-01-01
394:NM:SNTL,394,NM,SNTL,Chamita,CO,Rio Arriba,130201020204.0,8383.0,36.95606,-106.65723,-8.0,,CHAN5,1978-10-01 00:00:00.0,2100-01-01
18A23:WA:SNOW,18A23,WA,SNOW,Chamokane 2,OR,Stevens,170103070201.0,3550.0,48.11855,-118.00792,,,,2007-01-01 00:00:00.0,2100-01-01
12433200:WA:USGS,12433200,WA,USGS,Chamokane Ck nr Long Lake,OR,Stevens,170103070204.0,1420.0,47.86322,-117.85829,,,,1971-01-01 00:00:00.0,2100-01-01
CMC:CA:SNOW,CMC,CA,SNOW,Chapman Creek,UN,Sierra,180201250202.0,5850.0,39.633,-120.533,,,,1968-02-01 00:00:00.0,2100-01-01
1101:CO:SNTL,1101,CO,SNTL,Chapman Tunnel,CO,Pitkin,140100040504.0,10100.0,39.2621,-106.62944,-8.0,,HAPC2,2007-09-01 00:00:00.0,2100-01-01
2145:NV:SCAN,2145,NV,SCAN,Charkiln,GC,Clark,160600150101.0,6683.0,36.36651,-115.82047,-8.0,,CHAN2,2007-10-28 00:00:00.0,2100-01-01
CLT:CA:SNOW,CLT,CA,SNOW,Charlotte Ridge,UN,Fresno,180300100206.0,10700.0,36.77,-118.415,,,,1955-02-01 00:00:00.0,2100-01-01
09R07:AZ:SNOW,09R07,AZ,SNOW,Cheese Springs,CO,Apache,150200010205.0,8700.0,34.05,-109.5,,,XCSA3,1969-01-01 00:00:00.0,2100-01-01
1528:CO:COOP,1528,CO,COOP,Cheesman,UN,Jefferson,101900020404.0,6880.0,39.21666,-105.28333,,,CHEC2,1902-08-01 00:00:00.0,2100-01-01
06016080:CO:BOR,06016080,CO,BOR,Cheesman Lake,CO,Douglas,101900020404.0,6860.0,39.20733,-105.2725,,,,1952-09-01 00:00:00.0,2100-01-01
12452500:WA:USGS,12452500,WA,USGS,Chelan R at Chelan,OR,Chelan,170200090305.0,1090.0,47.83458,-120.01313,,,,1903-11-01 00:00:00.0,2100-01-01
395:OR:SNTL,395,OR,SNTL,Chemult Alternate,OR,Klamath,180102010201.0,4850.0,43.22625,-121.80662,-8.0,31219,CHUO3,1979-10-01 00:00:00.0,2100-01-01
396:UT:SNTL,396,UT,SNTL,Chepeta,UT,Duchesne,140600031202.0,10499.0,40.77458,-110.0105,-8.0,,CWHU1,1980-07-16 00:00:00.0,2100-01-01
11277300:CA:USGS,11277300,CA,USGS,Cherry C bl Valley Dam nr Hetch Hetchy C,UN,Tuolumne,180400090405.0,4337.0,37.9677,-119.9174,,,,1956-11-01 00:00:00.0,2100-01-01
12C05:MT:SNOW,12C05,MT,SNOW,Chessman Reservoir,MT,Powell,100301011401.0,6200.0,46.47535,-112.18742,,,CSSM8,1936-01-01 00:00:00.0,2100-01-01
1692:MT:COOP,1692,MT,COOP,Chester,MT,Liberty,100302031703.0,3170.0,48.51666,-110.95,,,CHEM8,1900-08-01 00:00:00.0,2100-01-01
CHF:CA:SNOW,CHF,CA,SNOW,Chester Flat,UN,Plumas,180201210404.0,4600.0,40.283,-121.25,,,,1930-04-01 00:00:00.0,2100-01-01
14400000:OR:USGS,14400000,OR,USGS,Chetco R nr Brookings,OR,Curry,171003120109.0,49.0,42.11666,-124.18333,,,,1969-10-01 00:00:00.0,2100-01-01
10384000:OR:USGS,10384000,OR,USGS,Chewaucan R nr Paisley,OR,Lake,171200060203.0,4430.0,42.6846,-120.56997,,,,1905-10-01 00:00:00.0,2100-01-01
17A08:WA:SNOW,17A08,WA,SNOW,Chewelah 2,OR,Stevens,170200030109.0,4925.0,48.29644,-117.59376,,,,1994-04-01 00:00:00.0,2100-01-01
1675:WY:COOP,1675,WY,COOP,Cheyenne WSFO AP,MT,Laramie,101900090109.0,6120.0,41.15,-104.81666,,,CYSW4,1915-01-01 00:00:00.0,2100-01-01
1312:MT:SNTL,1312,MT,SNTL,Chicago Ridge,MT,Sanders,170102131301.0,5800.0,48.062,-115.698,-8.0,,CHIM8,2022-08-22 00:00:00.0,2100-01-01
15B22:MT:SNOW,15B22,MT,SNOW,Chicago Ridge,MT,Sanders,170102131301.0,5800.0,48.06181,-115.69792,,,,2003-02-01 00:00:00.0,2100-01-01
14A15:MT:SNOW,14A15,MT,SNOW,Chicken Creek,MT,Flathead,170102100503.0,4060.0,48.62402,-114.5264,,,CCNM8,1977-02-01 00:00:00.0,2100-01-01
2150:UT:SCAN,2150,UT,SCAN,Chicken Ridge,GC,Morgan,160201010603.0,7649.0,41.33136,-111.3036,-7.0,40640,CKRU1,2009-08-25 00:00:00.0,2100-01-01
CKT:CA:SNOW,CKT,CA,SNOW,Chilkoot Lake,UN,Madera,180400060702.0,7450.0,37.408,-119.48,,,,1930-04-01 00:00:00.0,2100-01-01
CHM:CA:MSNT,CHM,CA,MSNT,Chilkoot Meadow,GC,Madera,180400061101.0,7150.0,37.41,-119.49,,,,1985-10-21 00:00:00.0,2100-01-01
CHM:CA:SNOW,CHM,CA,SNOW,Chilkoot Meadow,UN,Madera,180400061101.0,7150.0,37.41,-119.49,,,,1930-04-01 00:00:00.0,2100-01-01
1671:ID:COOP,1671,ID,COOP,Chilly Barton Flat,ID,Custer,170402180504.0,6260.0,43.98333,-113.81666,,,CLYI1,1933-11-01 00:00:00.0,2100-01-01
1574:OR:COOP,1574,OR,COOP,Chiloquin 7 NW,OR,Klamath,180102030105.0,4160.0,42.65,-121.95,,,CHQO3,1980-01-01 00:00:00.0,2100-01-01
15F15:ID:SNOW,15F15,ID,SNOW,Chimney Creek,ID,Camas,170501130603.0,6401.0,43.43029,-115.03341,,,CHCI1,1979-03-01 00:00:00.0,2100-01-01
CHIMNEYC:NV:BOR,CHIMNEYC,NV,BOR,Chimney Creek Reservoir,UT,Humboldt,160401090703.0,4635.0,41.39434,-117.17988,,,,1975-08-15 00:00:00.0,2100-01-01
1722:MT:COOP,1722,MT,COOP,Chinook,MT,Blaine,100500040603.0,2340.0,48.58333,-109.23333,,,CNKM8,1896-01-01 00:00:00.0,2100-01-01
CHQ:CA:SNOW,CHQ,CA,SNOW,Chiquito Creek,UN,Madera,180400060701.0,6800.0,37.498,-119.408,,,,1939-04-01 00:00:00.0,2100-01-01
895:ID:SNTL,895,ID,SNTL,Chocolate Gulch,ID,Blaine,170402190301.0,6310.0,43.7685,-114.41812,-8.0,,CHOI1,1992-10-01 00:00:00.0,2100-01-01
1737:MT:COOP,1737,MT,COOP,Choteau Airport,MT,Teton,100302050405.0,3950.0,47.81666,-112.16666,,,COUM8,1893-01-01 00:00:00.0,2100-01-01
1736:WY:COOP,1736,WY,COOP,Church Buttes Gas Plt,MT,Uinta,140401071003.0,7080.0,41.4,-110.08333,,,GGRW4,1891-03-13 00:00:00.0,2100-01-01
200540:CO:USGS,200540,CO,USGS,Church Ditch,CO,Jefferson,101900040402.0,5700.0,39.75232,-105.24524,,,,1952-04-01 00:00:00.0,2100-01-01
CHU:CA:SNOW,CHU,CA,SNOW,Church Meadows,UN,Sierra,180201230406.0,6700.0,39.682,-120.623,,,,1931-04-01 00:00:00.0,2100-01-01
1609:CO:COOP,1609,CO,COOP,Cimarron,UN,Gunnison,140200021004.0,6900.0,38.55,-107.45,,,CIMC2,1951-01-01 00:00:00.0,2100-01-01
1813:NM:COOP,1813,NM,COOP,Cimarron 4 SW,UN,Colfax,110800020108.0,6540.0,36.46666,-104.95,,,CPSN5,1904-01-01 00:00:00.0,2100-01-01
07206000:NM:USGS,07206000,NM,USGS,Cimarron R bl Eagle Nest Dam,CO,Colfax,110800020107.0,8080.0,36.53213,-105.22814,,,,1950-05-01 00:00:00.0,2100-01-01
07207000:NM:USGS,07207000,NM,USGS,Cimarron R nr Cimarron,CO,Colfax,110800020109.0,6600.0,36.51983,-104.97861,,,,1950-06-01 00:00:00.0,2100-01-01
1046:WY:SNTL,1046,WY,SNTL,Cinnabar Park,CO,Albany,101800100503.0,9707.0,41.23843,-106.23101,-8.0,,CINW4,1999-06-13 00:00:00.0,2100-01-01
1758:MT:COOP,1758,MT,COOP,Circle,MT,McCone,100600020505.0,2440.0,47.41666,-105.58333,,,CIRM8,1963-01-01 00:00:00.0,2100-01-01
2125:UT:SCAN,2125,UT,SCAN,Circleville,GC,Piute,160300010604.0,6120.0,38.15133,-112.25122,-7.0,34108,CLZU1,2007-05-08 00:00:00.0,2100-01-01
CCO:CA:SNOW,CCO,CA,SNOW,Cisco,UN,Placer,180201250602.0,5900.0,39.303,-120.543,,,,1925-02-01 00:00:00.0,2100-01-01
21B03:WA:SNOW,21B03,WA,SNOW,City Cabin,OR,King,171100120101.0,2390.0,47.3166,-121.5166,,,CBSW1,1948-03-01 00:00:00.0,2100-01-01
10172500:UT:USGS,10172500,UT,USGS,City Ck nr SLC,UT,Salt Lake,160202040304.0,4540.0,40.79245,-111.87716,,,,1949-10-01 00:00:00.0,2100-01-01
WY0001:WY:USGS,WY0001,WY,USGS,City Of Cheyenne Tunnel,CO,Carbon,101800020404.0,8480.0,41.03874,-106.89547,,,,1980-01-01 00:00:00.0,2100-01-01
CO0001:CO:USGS,CO0001,CO,USGS,City Of Florence,CO,Fremont,110200020407.0,5220.0,38.414,-105.16,,,,1982-11-01 00:00:00.0,2100-01-01
NM0001:NM:USGS,NM0001,NM,USGS,City Of Raton Diversion,CO,Colfax,110800020109.0,6620.0,36.52009,-104.98092,,,,1983-06-01 00:00:00.0,2100-01-01
398:OR:SNTL,398,OR,SNTL,Clackamas Lake,OR,Clackamas,170900110301.0,3400.0,45.09658,-121.75443,-8.0,,CLLO3,1979-10-01 00:00:00.0,2100-01-01
14209500:OR:USGS,14209500,OR,USGS,Clackamas R ab Three Lynx,OR,Clackamas,170900110401.0,1092.0,45.12484,-122.07341,,,,1909-04-01 00:00:00.0,2100-01-01
14210000:OR:USGS,14210000,OR,USGS,Clackamas R at Estacada,OR,Clackamas,170900110603.0,287.0,45.29984,-122.35397,,,,1908-04-01 00:00:00.0,2100-01-01
11525400:CA:USGS,11525400,CA,USGS,"Clair Engle Lake Near Lewiston, CA",OR,Trinity,180102110504.0,2360.0,40.8,-122.75,,,,1960-01-01 00:00:00.0,2100-01-01
1775:WY:COOP,1775,WY,COOP,Clark 3 NE,MT,Park,100700060507.0,4090.0,44.91666,-109.13333,,,CLAW4,1919-03-01 00:00:00.0,2100-01-01
06015300:MT:BOR,06015300,MT,BOR,Clark Canyon Res,MT,Beaverhead,100200011406.0,5560.0,44.99995,-112.85839,,,,1964-06-01 00:00:00.0,2100-01-01
12324200:MT:USGS,12324200,MT,USGS,Clark Fk at Deer Lodge,MT,Powell,170102010707.0,4502.0,46.4,-112.75,,,,1978-10-01 00:00:00.0,2100-01-01
12324680:MT:USGS,12324680,MT,USGS,Clark Fk at Goldcreek,MT,Powell,170102010807.0,4173.0,46.58999,-112.92871,,,,1977-01-01 00:00:00.0,2100-01-01
CFM:CA:SNOW,CFM,CA,SNOW,Clark Fork Meadow,UN,Alpine,180400100101.0,8900.0,38.362,-119.68,,,,1960-02-01 00:00:00.0,2100-01-01
12331800:MT:USGS,12331800,MT,USGS,Clark Fork nr Drummond,MT,Granite,170102020605.0,3810.0,46.71191,-113.33078,,,,1900-01-01 00:00:00.0,2100-01-01
12340400:MT:USGS,12340400,MT,USGS,Clark Fork R ab Milltown,MT,Missoula,170102021405.0,3280.0,46.86486,-113.87644,,,,1939-10-01 00:00:00.0,2100-01-01
12340500:MT:USGS,12340500,MT,USGS,Clark Fork R ab Missoula,MT,Missoula,170102040104.0,3198.0,46.87715,-113.93233,,,,1929-01-01 00:00:00.0,2100-01-01
12354500:MT:USGS,12354500,MT,USGS,Clark Fork R at St. Regis,MT,Mineral,170102040805.0,2600.0,47.30187,-115.08736,,,,1910-10-01 00:00:00.0,2100-01-01
12392000:ID:USGS,12392000,ID,USGS,Clark Fork R at Whitehorse Rapids,ID,Bonner,170102131309.0,2060.0,48.09167,-116.11667,,,,1928-10-01 00:00:00.0,2100-01-01
12391950:ID:USGS,12391950,ID,USGS,Clark Fork R bl Cabinet Gorge Dam,ID,Bonner,170102131309.0,2060.0,48.08806,-116.07278,,,,1850-01-01 00:00:00.0,2100-01-01
12353000:MT:USGS,12353000,MT,USGS,Clark Fork R bl Missoula,MT,Missoula,170102040205.0,3084.0,46.86909,-114.12678,,,,1929-10-01 00:00:00.0,2100-01-01
12389000:MT:USGS,12389000,MT,USGS,Clark Fork R nr Plains,MT,Sanders,170102130510.0,2449.0,47.42966,-114.85597,,,,1910-10-01 00:00:00.0,2100-01-01
06208500:MT:USGS,06208500,MT,USGS,Clarks Fk Yellowstone R at Edgar,MT,Carbon,100700061007.0,3440.0,45.46667,-108.85,,,,1921-01-01 00:00:00.0,2100-01-01
06207500:MT:USGS,06207500,MT,USGS,Clarks Fk Yellowstone R nr Belfry,MT,Carbon,100700060605.0,3986.0,45.01023,-109.06542,,,,1921-01-01 00:00:00.0,2100-01-01
983:UT:SNTL,983,UT,SNTL,Clayton Springs,UT,Garfield,160300020501.0,10049.0,37.9725,-111.83355,-8.0,,CSPU1,2000-10-01 00:00:00.0,2100-01-01
12478500:WA:BOR,12478500,WA,BOR,Cle Elum,OR,Kittitas,170300010105.0,2220.0,47.24553,-121.07441,,,,1960-10-01 00:00:00.0,2100-01-01
1504:WA:COOP,1504,WA,COOP,Cle Elum,OR,Kittitas,170300010307.0,1930.0,47.18333,-120.95,,,CLMW1,1899-02-01 00:00:00.0,2100-01-01
12479000:WA:USGS,12479000,WA,USGS,Cle Elum Lake Inflow,OR,Kittitas,170300010106.0,2102.0,47.24456,-121.06786,,,,1903-10-01 00:00:00.0,2100-01-01
10194200:UT:USGS,10194200,UT,USGS,Clear Ck ab Diversions nr Sevier,UT,Sevier,160300030105.0,5680.0,38.57942,-112.28854,,,,1957-08-01 00:00:00.0,2100-01-01
06719505:CO:USGS,06719505,CO,USGS,Clear Ck at Golden,CO,Jefferson,101900040402.0,5695.0,39.75304,-105.23527,,,,1957-10-01 00:00:00.0,2100-01-01
06318500:WY:USGS,06318500,WY,USGS,Clear Ck nr Buffalo,MT,Johnson,100902060107.0,5185.0,44.33333,-106.78333,,,,1917-01-01 00:00:00.0,2100-01-01
06716500:CO:USGS,06716500,CO,USGS,Clear Ck nr Lawson,CO,Clear Creek,101900040202.0,8080.0,39.75,-105.61667,,,,1946-01-01 00:00:00.0,2100-01-01
19K05:NV:SNOW,19K05,NV,SNOW,Clear Creek,UT,Douglas,160502010503.0,7284.0,39.10988,-119.88797,,,CCKN2,1949-03-01 00:00:00.0,2100-01-01
399:UT:SNTL,399,UT,SNTL,Clear Creek #1,UT,Utah,160202020102.0,8975.0,39.86671,-111.28363,-8.0,,CLCU1,1978-01-01 00:00:00.0,2100-01-01
400:UT:SNTL,400,UT,SNTL,Clear Creek #2,UT,Utah,160202020102.0,7837.0,39.89275,-111.25154,-8.0,,CRKU1,1978-10-01 00:00:00.0,2100-01-01
07007020:CO:BOR,07007020,CO,BOR,Clear Creek Reservoir,CO,Chaffee,110200010402.0,8900.0,39.02073,-106.24541,,,,1952-09-01 00:00:00.0,2100-01-01
11470001:CA:BOR,11470001,CA,BOR,Clear Lake,OR,Modoc,180102040306.0,4552.0,41.92575,-121.07664,,,,1938-10-01 00:00:00.0,2100-01-01
14097310:OR:BOR,14097310,OR,BOR,Clear Lake,OR,Wasco,170703060901.0,3520.0,45.17435,-121.68853,,,,1961-01-01 00:00:00.0,2100-01-01
401:OR:SNTL,401,OR,SNTL,Clear Lake,OR,Wasco,170703060901.0,3810.0,45.18832,-121.6916,-8.0,17221,CLKO3,1979-10-01 00:00:00.0,2100-01-01
11470099:CA:USGS,11470099,CA,USGS,Clear Lake Inflow,OR,Modoc,180102040404.0,4480.0,41.92831,-121.07754,,,,1940-10-01 00:00:00.0,2100-01-01
1816:WY:COOP,1816,WY,COOP,Clearmont 5 SW,MT,Sheridan,100902060406.0,4060.0,44.58333,-106.45,,,CLRW4,1881-11-15 00:00:00.0,2100-01-01
13340000:ID:USGS,13340000,ID,USGS,Clearwater R at Orofino,ID,Clearwater,170603060504.0,991.0,46.47833,-116.2575,,,,1930-10-01 00:00:00.0,2100-01-01
13342500:ID:USGS,13342500,ID,USGS,Clearwater R at Spalding,ID,Nez Perce,170603061308.0,770.0,46.4485,-116.82737,,,,1910-10-01 00:00:00.0,2100-01-01
13341050:ID:USGS,13341050,ID,USGS,"Clearwater River Near Peck, ID",ID,Nez Perce,170603061302.0,930.0,46.5,-116.38333,,,,1964-10-01 00:00:00.0,2100-01-01
10243700:NV:USGS,10243700,NV,USGS,Cleve Ck nr Ely,UT,White Pine,160600080404.0,6200.0,39.21658,-114.52964,,,,1914-05-29 00:00:00.0,2100-01-01
