date,lat,lon,AMSR_SWE,station_name,swe_value,change_in_swe_inch,snow_depth,air_temperature_observed_f,air_temperature_tmmn,potential_evapotranspiration,mean_vapor_pressure_deficit,relative_humidity_rmax,relative_humidity_rmin,precipitation_amount,air_temperature_tmmx,wind_speed,stationTriplet,elevation,Elevation,Slope,Aspect,Curvature,Northness,Eastness,fSCA
2018-03-22,37.724,-119.143,,Agnew Pass,26.7,,,,266.9,1.7,0.0,82.200005,89.700005,96.6,276.3,11.7,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-22,37.724,-119.143,,Agnew Pass,26.7,,,,266.9,4.3,0.0,82.200005,89.700005,96.6,276.3,11.7,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-22,37.724,-119.143,,Agnew Pass,26.7,,,,266.9,4.3,0.0,82.200005,89.700005,96.6,276.3,11.7,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-22,38.805,-120.215,,Alpha,16.0,,,,268.3,3.2,0.0,84.4,89.6,68.5,277.2,4.6,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-22,41.23583,-120.79192,,Adin Mtn,6.4,-2.0,15.0,38.3,268.4,4.0,0.049999997,72.4,69.5,17.800001,277.0,5.6,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-22,42.87007,-122.16518,,Annie Springs,24.6,-1.0,73.0,35.4,265.2,1.3000001,0.089999996,100.0,62.3,9.8,274.6,5.5,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-22,45.21328,-117.19258,,Aneroid Lake #2,16.4,1.0,57.0,35.4,266.3,2.4,0.11,80.4,59.7,21.300001,279.5,9.8,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-22,45.59723,-111.95902,,Albro Lake,21.6,0.0,71.0,32.4,272.6,2.3,0.26999998,87.4,55.4,21.1,281.7,3.6000001,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-22,47.77957,-121.69847,,Alpine Meadows,49.6,-1.0,106.0,37.4,271.5,0.6,0.03,100.0,80.1,25.4,286.5,6.6,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-23,37.52217,-112.27118,,Agua Canyon,1.8,-1.0,4.0,36.0,270.9,3.7,0.28,99.3,47.600002,13.400001,282.0,7.3,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-23,37.724,-119.143,,Agnew Pass,29.6,,,,265.7,2.6000001,0.26,100.0,35.9,0.0,273.8,7.5,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-23,37.724,-119.143,,Agnew Pass,29.6,,,,265.7,2.6000001,0.26,100.0,35.9,0.0,273.8,7.5,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-23,37.724,-119.143,,Agnew Pass,29.6,,,,265.7,1.7,0.26,100.0,35.9,0.0,273.8,7.5,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-23,37.724,-119.143,,Agnew Pass,29.6,,,,265.7,1.7,0.26,100.0,35.9,0.0,273.8,7.5,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-23,38.805,-120.215,,Alpha,16.7,,,,268.1,2.8,0.22,100.0,48.5,9.3,275.5,3.9,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-23,41.23583,-120.79192,,Adin Mtn,6.9,3.0,18.0,27.1,266.7,3.7,0.22999999,84.9,42.5,2.1000001,274.8,7.2000003,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-23,42.87007,-122.16518,,Annie Springs,24.3,-1.0,72.0,22.1,264.3,1.1,0.12,97.4,57.0,22.6,274.0,7.9,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-23,45.21328,-117.19258,,Aneroid Lake #2,17.2,0.0,57.0,24.4,264.2,0.7,0.16,84.8,47.4,1.8000001,274.5,8.8,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-23,45.59723,-111.95902,,Albro Lake,22.5,-1.0,70.0,32.5,269.4,3.2,0.26,87.200005,49.3,5.9,281.0,5.4,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-23,47.77957,-121.69847,,Alpine Meadows,51.1,9.0,115.0,28.2,271.3,0.8,0.16,99.6,63.7,10.8,282.8,5.3,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-24,37.52217,-112.27118,,Agua Canyon,2.2,2.0,6.0,32.9,270.5,3.5,0.45,81.9,29.0,0.0,281.9,9.0,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-24,37.724,-119.143,,Agnew Pass,29.6,,,,264.7,2.8,0.17999999,60.5,47.0,1.2,277.9,8.5,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-24,37.724,-119.143,,Agnew Pass,29.6,,,,264.7,2.8,0.17999999,60.5,47.0,1.2,277.9,8.5,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-24,37.724,-119.143,,Agnew Pass,29.6,,,,264.7,2.6000001,0.17999999,60.5,47.0,1.2,277.9,8.5,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-24,37.724,-119.143,,Agnew Pass,29.6,,,,264.7,2.6000001,0.17999999,60.5,47.0,1.2,277.9,8.5,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-24,38.805,-120.215,,Alpha,16.6,,,,266.2,2.5,0.089999996,88.200005,64.3,11.6,281.4,4.5,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-24,41.23583,-120.79192,,Adin Mtn,7.0,0.0,18.0,28.0,264.5,1.7,0.16,100.0,49.2,4.6,279.4,5.5,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-24,42.87007,-122.16518,,Annie Springs,25.6,16.0,88.0,22.3,263.7,1.3000001,0.11,97.200005,56.9,8.1,275.9,5.3,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-24,45.21328,-117.19258,,Aneroid Lake #2,17.4,-1.0,56.0,26.4,261.8,1.0,0.21,100.0,32.8,0.5,274.9,8.1,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-24,45.59723,-111.95902,,Albro Lake,22.5,1.0,71.0,27.7,261.9,1.9,0.17,90.9,46.8,6.7000003,277.8,4.9,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-24,47.77957,-121.69847,,Alpine Meadows,51.8,1.0,116.0,29.7,270.2,1.3000001,0.16,100.0,61.600002,14.3,279.0,3.0,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-25,37.52217,-112.27118,,Agua Canyon,2.0,-1.0,5.0,31.8,265.1,1.8000001,0.35,75.6,26.800001,0.0,283.7,9.400001,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-25,37.724,-119.143,,Agnew Pass,29.9,,,,260.6,2.4,0.13,51.4,47.3,1.7,278.1,5.8,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-25,37.724,-119.143,,Agnew Pass,29.9,,,,260.6,2.4,0.13,51.4,47.3,1.7,278.1,5.8,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-25,37.724,-119.143,,Agnew Pass,29.9,,,,260.6,2.8,0.13,51.4,47.3,1.7,278.1,5.8,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-25,37.724,-119.143,,Agnew Pass,29.9,,,,260.6,2.8,0.13,51.4,47.3,1.7,278.1,5.8,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-25,38.805,-120.215,,Alpha,17.1,,,,263.8,3.0,0.14,63.8,51.100002,0.90000004,280.9,3.7,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-25,41.23583,-120.79192,,Adin Mtn,7.1,1.0,19.0,22.8,264.7,1.0,0.17999999,56.0,46.3,4.2000003,281.5,4.6,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-25,42.87007,-122.16518,,Annie Springs,25.8,-5.0,83.0,22.1,265.2,2.2,0.16,79.0,50.2,1.4,274.7,2.9,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-25,45.21328,-117.19258,,Aneroid Lake #2,17.3,1.0,57.0,10.8,259.4,1.0,0.21,86.4,28.7,0.6,277.4,3.3,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-25,45.59723,-111.95902,,Albro Lake,22.6,1.0,72.0,12.4,260.2,1.3000001,0.21,78.6,36.600002,0.0,279.1,1.7,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-25,47.77957,-121.69847,,Alpine Meadows,52.6,7.0,123.0,25.3,269.9,2.7,0.22999999,95.3,50.0,3.0,283.2,3.1000001,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-26,37.52217,-112.27118,,Agua Canyon,1.6,-1.0,4.0,21.6,263.0,2.7,0.24,55.7,34.9,0.0,284.8,4.5,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-26,37.724,-119.143,,Agnew Pass,29.8,,,,259.5,2.3,0.19999999,62.9,33.100002,0.0,278.6,5.4,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-26,37.724,-119.143,,Agnew Pass,29.8,,,,259.5,2.3,0.19999999,62.9,33.100002,0.0,278.6,5.4,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-26,37.724,-119.143,,Agnew Pass,29.8,,,,259.5,2.4,0.19999999,62.9,33.100002,0.0,278.6,5.4,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-26,37.724,-119.143,,Agnew Pass,29.8,,,,259.5,2.4,0.19999999,62.9,33.100002,0.0,278.6,5.4,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-26,38.805,-120.215,,Alpha,17.1,,,,266.7,3.1000001,0.31,75.1,34.3,0.0,278.9,3.8,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-26,41.23583,-120.79192,,Adin Mtn,7.2,1.0,20.0,12.0,265.6,1.9,0.25,72.200005,37.600002,0.0,278.1,3.0,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-26,42.87007,-122.16518,,Annie Springs,25.7,1.0,84.0,23.0,263.0,2.2,0.19999999,100.0,39.600002,0.0,276.5,1.7,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-26,45.21328,-117.19258,,Aneroid Lake #2,17.4,0.0,57.0,9.1,255.8,1.1,0.14,84.6,38.7,3.3,275.3,6.0,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-26,45.59723,-111.95902,,Albro Lake,22.6,-2.0,70.0,10.9,258.8,1.9,0.17,66.0,39.5,0.0,278.8,4.5,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-26,47.77957,-121.69847,,Alpine Meadows,52.6,-3.0,120.0,30.2,272.3,2.8,0.07,95.5,79.4,41.3,281.5,8.1,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-27,37.52217,-112.27118,,Agua Canyon,1.5,0.0,4.0,18.0,263.2,1.7,0.32999998,52.3,26.4,0.0,284.0,5.5,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-27,37.724,-119.143,,Agnew Pass,29.7,,,,264.4,3.4,0.31,92.8,32.0,0.0,275.1,7.3,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-27,37.724,-119.143,,Agnew Pass,29.7,,,,264.4,3.4,0.31,92.8,32.0,0.0,275.1,7.3,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-27,37.724,-119.143,,Agnew Pass,29.7,,,,264.4,2.3,0.31,92.8,32.0,0.0,275.1,7.3,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-27,37.724,-119.143,,Agnew Pass,29.7,,,,264.4,2.3,0.31,92.8,32.0,0.0,275.1,7.3,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-27,38.805,-120.215,,Alpha,17.1,,,,270.8,2.9,0.51,99.700005,28.4,0.0,276.9,2.9,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-27,41.23583,-120.79192,,Adin Mtn,7.3,-1.0,19.0,21.9,270.5,1.2,0.5,76.200005,28.7,0.0,278.3,3.7,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-27,42.87007,-122.16518,,Annie Springs,25.7,-3.0,81.0,26.6,267.0,0.90000004,0.35,86.4,32.8,0.0,275.7,2.0,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-27,45.21328,-117.19258,,Aneroid Lake #2,17.4,0.0,57.0,23.9,265.3,1.2,0.29,100.0,34.9,4.3,274.2,8.3,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-27,45.59723,-111.95902,,Albro Lake,22.6,0.0,70.0,19.4,265.6,2.7,0.25,76.6,42.9,3.6000001,274.6,5.7000003,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-27,47.77957,-121.69847,,Alpine Meadows,54.7,7.0,127.0,34.3,274.6,2.1000001,0.03,74.4,87.0,64.3,283.8,9.0,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-28,37.52217,-112.27118,,Agua Canyon,1.3,0.0,4.0,26.8,269.2,2.4,0.39999998,58.100002,32.4,0.0,281.4,4.9,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-28,37.724,-119.143,,Agnew Pass,29.5,,,,270.2,3.5,0.44,80.0,31.7,0.0,273.5,3.1000001,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-28,37.724,-119.143,,Agnew Pass,29.5,,,,270.2,3.5,0.44,80.0,31.7,0.0,273.5,3.1000001,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-28,37.724,-119.143,,Agnew Pass,29.5,,,,270.2,3.4,0.44,80.0,31.7,0.0,273.5,3.1000001,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-28,37.724,-119.143,,Agnew Pass,29.5,,,,270.2,3.4,0.44,80.0,31.7,0.0,273.5,3.1000001,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-28,38.805,-120.215,,Alpha,17.1,,,,275.3,4.0,0.69,90.200005,28.300001,0.0,276.7,2.3,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-28,41.23583,-120.79192,,Adin Mtn,7.1,-1.0,18.0,39.0,273.6,0.6,0.57,66.9,30.4,0.0,277.8,3.4,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-28,42.87007,-122.16518,,Annie Springs,25.9,-3.0,78.0,32.9,270.9,0.7,0.55,80.5,26.300001,0.0,273.9,3.2,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-28,45.21328,-117.19258,,Aneroid Lake #2,17.5,-2.0,55.0,27.7,265.4,1.4,0.25,83.5,37.600002,0.0,275.5,8.2,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-28,45.59723,-111.95902,,Albro Lake,22.7,-1.0,69.0,28.8,266.0,2.2,0.19999999,93.6,49.9,0.0,271.9,5.5,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-28,47.77957,-121.69847,,Alpine Meadows,59.4,-2.0,125.0,34.2,274.0,0.8,0.089999996,94.1,79.3,4.7000003,285.9,4.7000003,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-29,37.52217,-112.27118,,Agua Canyon,0.7,-2.0,2.0,32.2,270.5,3.0,0.53999996,82.6,25.0,0.0,278.0,4.3,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-29,37.724,-119.143,,Agnew Pass,29.2,,,,270.6,2.0,0.52,67.6,25.2,0.0,275.1,2.6000001,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-29,37.724,-119.143,,Agnew Pass,29.2,,,,270.6,2.0,0.52,67.6,25.2,0.0,275.1,2.6000001,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-29,37.724,-119.143,,Agnew Pass,29.2,,,,270.6,3.5,0.52,67.6,25.2,0.0,275.1,2.6000001,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-29,37.724,-119.143,,Agnew Pass,29.2,,,,270.6,3.5,0.52,67.6,25.2,0.0,275.1,2.6000001,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-29,38.805,-120.215,,Alpha,17.0,,,,276.1,3.4,0.83,82.4,22.6,0.0,279.2,1.9,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-29,41.23583,-120.79192,,Adin Mtn,7.0,-2.0,16.0,38.5,275.1,1.9,0.66999996,96.4,26.1,0.0,277.5,1.5,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-29,42.87007,-122.16518,,Annie Springs,25.9,-2.0,76.0,30.6,270.8,1.0,0.62,91.1,22.5,0.0,276.4,1.7,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-29,45.21328,-117.19258,,Aneroid Lake #2,17.6,0.0,55.0,20.1,264.0,1.3000001,0.25,90.6,35.9,0.0,272.6,4.8,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-29,45.59723,-111.95902,,Albro Lake,22.7,0.0,69.0,19.8,263.9,2.8,0.22999999,100.0,42.2,2.5,270.8,4.5,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-29,47.77957,-121.69847,,Alpine Meadows,57.6,-2.0,123.0,33.6,274.5,0.7,0.089999996,98.0,78.8,4.0,283.5,3.1000001,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-30,37.52217,-112.27118,,Agua Canyon,0.2,-1.0,1.0,36.1,271.9,0.6,0.7,83.8,21.300001,0.0,279.4,3.6000001,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-30,37.724,-119.143,,Agnew Pass,28.6,,,,270.9,1.7,0.71999997,64.4,14.400001,0.0,275.7,2.4,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-30,37.724,-119.143,,Agnew Pass,28.6,,,,270.9,1.7,0.71999997,64.4,14.400001,0.0,275.7,2.4,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-30,37.724,-119.143,,Agnew Pass,28.6,,,,270.9,2.0,0.71999997,64.4,14.400001,0.0,275.7,2.4,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-30,37.724,-119.143,,Agnew Pass,28.6,,,,270.9,2.0,0.71999997,64.4,14.400001,0.0,275.7,2.4,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-30,38.805,-120.215,,Alpha,16.7,,,,276.7,4.2000003,0.93,74.1,18.1,0.0,281.4,1.3000001,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-30,41.23583,-120.79192,,Adin Mtn,6.6,-1.0,15.0,27.7,276.8,2.9,0.85999995,91.700005,19.7,0.0,281.4,2.0,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-30,42.87007,-122.16518,,Annie Springs,25.9,-2.0,74.0,29.8,270.9,1.2,0.64,88.5,20.6,0.0,279.0,2.2,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-30,45.21328,-117.19258,,Aneroid Lake #2,17.5,0.0,55.0,31.5,270.3,1.0,0.39999998,96.4,32.3,0.0,274.5,6.3,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-30,45.59723,-111.95902,,Albro Lake,22.8,0.0,69.0,27.7,269.7,4.2000003,0.32999998,100.0,42.0,0.0,276.5,6.4,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-30,47.77957,-121.69847,,Alpine Meadows,56.5,-2.0,121.0,36.5,275.0,0.5,0.19999999,100.0,64.0,2.1000001,287.7,4.1,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-03-31,37.52217,-112.27118,,Agua Canyon,0.0,-1.0,0.0,41.4,275.5,1.3000001,0.91999996,84.1,17.1,0.0,279.7,4.5,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-03-31,37.724,-119.143,,Agnew Pass,28.2,,,,271.5,0.8,0.71999997,58.3,13.900001,0.0,281.7,3.6000001,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-31,37.724,-119.143,,Agnew Pass,28.2,,,,271.5,0.8,0.71999997,58.3,13.900001,0.0,281.7,3.6000001,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-31,37.724,-119.143,,Agnew Pass,28.2,,,,271.5,1.7,0.71999997,58.3,13.900001,0.0,281.7,3.6000001,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-31,37.724,-119.143,,Agnew Pass,28.2,,,,271.5,1.7,0.71999997,58.3,13.900001,0.0,281.7,3.6000001,AGP:CA:SNOW,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
2018-03-31,38.805,-120.215,,Alpha,16.3,,,,276.4,2.9,0.79999995,64.200005,21.9,0.0,285.3,2.8,ALP:CA:MSNT,7600.0,2009.3964,0.4420395,198.05385,426.61267,-0.7601651,0.30052412,
2018-03-31,41.23583,-120.79192,,Adin Mtn,6.2,-1.0,14.0,32.9,270.4,2.9,0.58,49.600002,25.9,0.0,284.2,3.0,301:CA:SNTL,6190.0,2001.8408,0.79338074,144.24068,-6279.539,-0.68170124,-0.5288563,
2018-03-31,42.87007,-122.16518,,Annie Springs,25.8,-2.0,72.0,35.8,272.6,1.5,0.5,76.700005,30.4,0.0,282.6,2.6000001,1000:OR:SNTL,6010.0,1864.8491,0.71484375,191.83992,-3315.3516,-0.7746466,0.20236936,
2018-03-31,45.21328,-117.19258,,Aneroid Lake #2,17.6,-1.0,54.0,31.5,265.2,1.2,0.26,87.6,38.0,0.0,278.2,2.4,302:OR:SNTL,7400.0,2721.439,0.23004913,199.61195,-11866.799,-0.75553435,0.3238322,
2018-03-31,45.59723,-111.95902,,Albro Lake,22.8,0.0,69.0,29.7,263.4,2.9,0.12,98.700005,57.7,0.0,279.2,2.7,916:MT:SNTL,8300.0,2389.2432,0.24233246,48.42243,-4466.613,0.5858997,-0.64225703,
2018-03-31,47.77957,-121.69847,,Alpine Meadows,56.9,-1.0,120.0,34.3,274.4,1.2,0.38,86.0,44.7,0.0,288.0,2.0,908:WA:SNTL,3500.0,505.7591,0.3263855,344.56882,-5300.9595,0.7670448,0.26005524,
2018-04-01,37.52217,-112.27118,,Agua Canyon,0.0,0.0,0.0,44.6,276.6,2.3,0.96,71.5,15.6,0.0,284.5,5.6,907:UT:SNTL,8900.0,2353.2756,0.34028625,76.58906,-2247.0012,0.22790408,-0.7715764,
2018-04-01,37.724,-119.143,,Agnew Pass,27.7,,,,271.4,1.4,0.76,61.4,15.0,0.0,281.5,3.9,AGP:CA:MSNT,9450.0,3336.7925,0.70900726,55.572987,-4782.235,0.5145563,-0.689709,
