stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,beginDate,endDate
425:ID:SNTL,425,ID,SNTL,Crater Meadows,ID,Clearwater,170603070502,5960.0,46.56394,-115.28903,-8.0,,CRAI1,1983-10-01 00:00,2100-01-01 00:00
2260:ID:COOP,2260,ID,COOP,Craters Of The Moon NM,ID,Butte,170402180803,5900.0,43.46666,-113.56666,,,CRMI1,1958-12-01 00:00,2100-01-01 00:00
09009340:CO:BOR,09009340,CO,BOR,Crawford Reservoir,CO,Delta,140200021204,6560.0,38.68946,-107.59976,,,,1966-12-01 00:00,2100-01-01 00:00
1010:OR:SNTL,1010,OR,SNTL,Crazyman Flat,OR,Klamath,180102020101,6180.0,42.6381,-120.94917,-8.0,,CZFO3,2001-09-01 00:00,2100-01-01 00:00
1302:AK:SNTL,1302,AK,SNTL,Creamers Field,AK,Fairbanks North Star,190803060907,440.0,64.86534,-147.73617,-9.0,,SCFA2,2021-08-11 00:00,2100-01-01 00:00
43P02:AK:SNOW,43P02,AK,SNOW,Crescent Creek,AK,Yukon-Koyukuk,190705061403,2600.0,64.8528,-143.94443,,,CRKA2,2003-01-01 00:00,2100-01-01 00:00
14059500:OR:BOR,14059500,OR,BOR,Crescent Lake,OR,Klamath,170703020204,4825.0,43.50069,-121.97298,,,,1922-08-01 00:00,2100-01-01 00:00
2002:MN:SCAN,2002,MN,SCAN,Crescent Lake #1,GC,Sherburne,070102030503,980.0,45.41667,-93.95,-6.0,18818,CSCM5,1993-10-01 00:00,2100-01-01 00:00
14060000:OR:USGS,14060000,OR,USGS,Crescent Lake Inflow,OR,Klamath,170703020205,4820.0,43.5029,-121.97336,,,,1912-01-01 00:00,2100-01-01 00:00
07L01:CO:SNOW,07L01,CO,SNOW,Crested Butte,CO,Gunnison,140200010205,8920.0,38.88333,-107.0,,,BTTC2,1936-02-01 00:00,2100-01-01 00:00
1959:CO:COOP,1959,CO,COOP,Crested Butte,UN,Gunnison,140200010206,8860.0,38.86666,-106.96666,,,CBUC2,1909-01-01 00:00,2100-01-01 00:00
10D05:MT:SNOW,10D05,MT,SNOW,Crevice Mountain,MT,Park,100700010807,8400.0,45.03665,-110.60805,,,CREM8,1935-04-01 00:00,2100-01-01 00:00
14C11:ID:SNOW,14C11,ID,SNOW,Crooked Fork,ID,Idaho,170603030301,3610.0,46.51875,-114.69123,,,CRFI1,1961-01-01 00:00,2100-01-01 00:00
14079800:OR:USGS,14079800,OR,USGS,Crooked R nr Post,OR,Crook,170703040608,3260.0,44.17822,-120.58647,,,,1993-08-01 00:00,2100-01-01 00:00
34J02:AK:SNOW,34J02,AK,SNOW,Cropley Lake,AK,Juneau,190103010710,1650.0,58.267,-134.52533,,,CRPA2,1977-01-01 00:00,2100-01-01 00:00
426:CO:SNTL,426,CO,SNTL,Crosho,CO,Rio Blanco,140500010106,8973.0,40.16749,-107.05769,-8.0,,CRSC2,1985-10-01 00:00,2100-01-01 00:00
2107:NM:SCAN,2107,NM,SCAN,Crossroads,GC,Lea,120800010103,4055.0,33.53513,-103.242,-7.0,30945,CRDN5,2005-03-12 00:00,2100-01-01 00:00
1045:WY:SNTL,1045,WY,SNTL,Crow Creek,CO,Albany,101900090104,8335.0,41.22824,-105.38571,-8.0,,CRWW4,2003-08-01 00:00,2100-01-01 00:00
977:CA:SNTL,977,CA,SNTL,Crowder Flat,OR,Modoc,180102040103,5170.0,41.89318,-120.75202,-8.0,,CRWC1,1999-10-01 00:00,2100-01-01 00:00
09368000:CO:USGS,09368000,CO,USGS,Crystal Creek Ditch,CO,Montezuma,140801070102,9835.0,37.4751,-108.1702,,,,1949-11-01 00:00,2100-01-01 00:00
427:MT:SNTL,427,MT,SNTL,Crystal Lake,MT,Fergus,100401030204,6050.0,46.78936,-109.51202,-8.0,,CRYM8,1967-09-01 00:00,2100-01-01 00:00
09126000:CO:BOR,09126000,CO,BOR,Crystal Reservoir,CO,Montrose,140200021101,6750.0,38.51023,-107.62384,,,,1977-03-01 00:00,2100-01-01 00:00
428:CA:SNTL,428,CA,SNTL,Css Lab,UT,Nevada,180201250602,6894.0,39.32565,-120.36807,-8.0,,CSSC1,1980-10-01 00:00,2100-01-01 00:00
05M12:CO:SNOW,05M12,CO,SNOW,Cucharas Creek,CO,Huerfano,110200060406,9700.0,37.33333,-105.08333,,,CUCC2,1974-04-01 00:00,2100-01-01 00:00
07114000:CO:USGS,07114000,CO,USGS,Cucharas R nr La Veta,CO,Huerfano,110200060406,7781.0,37.42001,-105.05278,,,,1934-10-01 00:00,2100-01-01 00:00
2122:MT:COOP,2122,MT,COOP,Culbertson,MT,Roosevelt,100600050502,1920.0,48.15,-104.5,,,CULM8,1900-12-01 00:00,2100-01-01 00:00
430:CO:SNTL,430,CO,SNTL,Culebra #2,CO,Costilla,130100020902,10562.0,37.20939,-105.19988,-8.0,,CULC2,1978-10-01 00:00,2100-01-01 00:00
08250000:CO:USGS,08250000,CO,USGS,Culebra Ck at San Luis,CO,Costilla,130100020906,8000.0,37.18389,-105.42583,,,,1927-04-01 00:00,2100-01-01 00:00
2113:AL:SCAN,2113,AL,SCAN,Cullman-NAHRC,GC,Cullman,031601090104,799.0,34.19492,-86.79897,-6.0,33156,CNSA1,2006-05-16 00:00,2100-01-01 00:00
431:CO:SNTL,431,CO,SNTL,Cumbres Trestle,CO,Conejos,130201020203,10035.0,37.01877,-106.45275,-8.0,,CUMC2,1979-10-01 00:00,2100-01-01 00:00
09286700:UT:USGS,09286700,UT,USGS,Currant Ck bl Currant Ck Dam,UT,Wasatch,140600040402,7550.0,40.33078,-111.04961,,,,1945-10-01 00:00,2100-01-01 00:00
09287000:UT:USGS,09287000,UT,USGS,Currant Ck bl Red Ledge Hollow,UT,Wasatch,140600040402,7520.0,40.32417,-111.04528,,,,1900-01-01 00:00,2100-01-01 00:00
09288000:UT:USGS,09288000,UT,USGS,"Currant Ck nr Fruitland, UT",UT,Wasatch,140600040405,6670.0,40.2,-110.9,,,,1935-01-01 00:00,2100-01-01 00:00
10146400:UT:USGS,10146400,UT,USGS,Currant Ck nr Mona,UT,Juab,160202010107,4890.0,39.8,-111.85,,,,1978-10-01 00:00,2100-01-01 00:00
432:UT:SNTL,432,UT,SNTL,Currant Creek,UT,Wasatch,140600040401,7915.0,40.35747,-111.08993,-8.0,66112,CUCU1,1978-10-01 00:00,2100-01-01 00:00
09286699:UT:USGS,09286699,UT,USGS,Currant Creek Diversion,UT,Wasatch,140600040401,7684.0,40.3336,-111.05222,,,,1980-10-01 00:00,2100-01-01 00:00
09UTCURR:UT:BOR,09UTCURR,UT,BOR,Currant Creek Reservoir,UT,Wasatch,140600040401,7678.0,40.333,-111.05274,,,,1982-10-01 00:00,2100-01-01 00:00
46N05:AK:SNOW,46N05,AK,SNOW,Curtis Lake,AK,Matanuska-Susitna,190205010902,2850.0,62.29957,-146.9881,,,CRTA2,1994-12-01 00:00,2100-01-01 00:00
2087:SD:COOP,2087,SD,COOP,Custer,MT,Custer,101201090601,5480.0,43.78333,-103.6,,,CUSS2,1911-07-01 00:00,2100-01-01 00:00
06099000:MT:USGS,06099000,MT,USGS,Cut Bank Ck at Cut Bank,MT,Glacier,100302020705,3550.0,48.63333,-112.35,,,,1905-01-01 00:00,2100-01-01 00:00
2173:MT:COOP,2173,MT,COOP,Cut Bank FAA Airport,MT,Glacier,100302020705,3840.0,48.6,-112.36666,,,CTBM8,1903-12-01 00:00,2100-01-01 00:00
15X04:AB:SNOW,15X04,AB,SNOW,Cuthead Lake,MT,UNKNOWN,,7251.0,51.45,-115.75,,,,1984-03-01 00:00,2100-01-01 00:00
51KK17:AK:SNOW,51KK17,AK,SNOW,Cytex Pass,AK,Kenai Peninsula,190203010304,1860.0,59.96994,-151.014,,,,2016-01-30 00:00,2100-01-01 00:00
44M01:AK:SNOW,44M01,AK,SNOW,Dadina Lake,AK,Valdez-Cordova,190201022905,2160.0,61.84617,-144.804,,,DADA2,1984-12-01 00:00,2100-01-01 00:00
1303:AK:SNTL,1303,AK,SNTL,Dahl Creek,AK,Northwest Arctic,190503021508,260.0,66.94517,-156.90318,-9.0,,DHLA2,2021-09-01 00:00,2100-01-01 00:00
919:MT:SNTL,919,MT,SNTL,Daisy Peak,MT,Meagher,100402010106,7600.0,46.66858,-110.33022,-8.0,,DAZM8,1977-09-01 00:00,2100-01-01 00:00
09147000:CO:USGS,09147000,CO,USGS,Dallas Creek nr Ridgway,CO,Ouray,140200060205,6980.0,38.16667,-107.75,,,,1922-01-01 00:00,2100-01-01 00:00
433:MT:SNTL,433,MT,SNTL,Daly Creek,MT,Ravalli,170102050901,5780.0,46.18367,-113.8533,-8.0,,DALM8,1966-10-01 00:00,2100-01-01 00:00
434:OR:SNTL,434,OR,SNTL,Daly Lake,OR,Linn,170900060101,3690.0,44.52147,-122.08718,-8.0,,DALO3,1978-10-01 00:00,2100-01-01 00:00
08P05:NM:SNOW,08P05,NM,SNOW,Dan Valley,CO,Cibola,150200040103,7640.0,35.21667,-108.43333,,,DANN5,1994-01-01 00:00,2100-01-01 00:00
DAN:CA:MSNT,DAN,CA,MSNT,Dana Meadows,GC,Tuolumne,180400090102,9800.0,37.897,-119.257,,,,1980-10-26 00:00,2100-01-01 00:00
DAN:CA:SNOW,DAN,CA,SNOW,Dana Meadows,UN,Tuolumne,180400090102,9800.0,37.897,-119.257,,,,1926-01-01 00:00,2100-01-01 00:00
2242:WY:COOP,2242,WY,COOP,Daniel Fish Hatchery,MT,Sublette,140401010701,7340.0,42.91666,-110.13333,,,DANW4,1989-07-01 00:00,2100-01-01 00:00
12G12:ID:SNOW,12G12,ID,SNOW,Daniels Creek,ID,Oneida,160102040102,6277.0,42.39947,-112.34563,,,DACI1,1961-02-01 00:00,2100-01-01 00:00
435:UT:SNTL,435,UT,SNTL,Daniels-Strawberry,UT,Wasatch,140600040101,8008.0,40.2953,-111.25677,-8.0,,DSTU1,1978-10-01 00:00,2100-01-01 00:00
2221:MT:COOP,2221,MT,COOP,Darby,MT,Ravalli,170102050806,3880.0,46.01666,-114.16666,,,DRBM8,1898-09-01 00:00,2100-01-01 00:00
10F21:WY:SNOW,10F21,WY,SNOW,Darby Canyon,ID,Teton,170402040106,8250.0,43.66093,-111.01162,,,DRBW4,1961-01-01 00:00,2100-01-01 00:00
436:MT:SNTL,436,MT,SNTL,Darkhorse Lake,MT,Beaverhead,100200040301,8945.0,45.17368,-113.5846,-8.0,,DHLM8,1977-08-01 00:00,2100-01-01 00:00
1992:WA:COOP,1992,WA,COOP,Darrington Ranger Stn,OR,Snohomish,171100060404,550.0,48.25,-121.6,,,DARW1,1911-12-01 00:00,2100-01-01 00:00
2375:WY:COOP,2375,WY,COOP,Darwin Ranch,MT,Teton,170401020203,8160.0,43.41666,-110.16666,,,DARW4,1974-08-01 00:00,2100-01-01 00:00
CO0002:CO:USGS,CO0002,CO,USGS,Davenport Ditch,CO,Montezuma,140801070101,7654.0,37.376,-108.2283,,,,1950-05-01 00:00,2100-01-01 00:00
2399:WY:COOP,2399,WY,COOP,Dayton,MT,Sheridan,100901010207,4060.0,44.86666,-107.25,,,DYTW4,1951-04-01 00:00,2100-01-01 00:00
DHC:CA:SNOW,DHC,CA,SNOW,Dead Horse Canyon,UN,Siskiyou,180200040201,4500.0,41.208,-121.775,,,,1945-02-01 00:00,2100-01-01 00:00
DHM:CA:SNOW,DHM,CA,SNOW,Dead Horse Meadow,UN,Tulare,180300050102,7300.0,35.873,-118.587,,,,1937-04-01 00:00,2100-01-01 00:00
DDF:CA:SNOW,DDF,CA,SNOW,Deadfall Lakes,UN,Trinity,180102110201,7200.0,41.318,-122.503,,,,1946-04-01 00:00,2100-01-01 00:00
437:MT:SNTL,437,MT,SNTL,Deadman Creek,MT,Meagher,100301030401,6450.0,46.79279,-110.67545,-8.0,,DDMM8,1966-10-01 00:00,2100-01-01 00:00
DDM:CA:MSNT,DDM,CA,MSNT,Deadman Creek,GC,Tuolumne,180400100203,9250.0,38.332,-119.653,,,,1987-11-01 00:00,2100-01-01 00:00
DDM:CA:SNOW,DDM,CA,SNOW,Deadman Creek,UN,Tuolumne,180400100203,9250.0,38.332,-119.654,,,,1960-02-01 00:00,2100-01-01 00:00
CO0003:CO:USGS,CO0003,CO,USGS,Deadman Ditch,CO,Larimer,101800100102,10169.0,40.8344,-105.8014,,,,1934-10-01 00:00,2100-01-01 00:00
16F01:ID:SNOW,16F01,ID,SNOW,Deadman Gulch,ID,Boise,170501120103,5246.0,43.91358,-116.0133,,,DEGI1,1949-04-01 00:00,2100-01-01 00:00
05J06:CO:SNOW,05J06,CO,SNOW,Deadman Hill,CO,Larimer,101900070502,10220.0,40.8,-105.76667,,,DDMC2,1937-03-01 00:00,2100-01-01 00:00
438:CO:SNTL,438,CO,SNTL,Deadman Hill,CO,Larimer,101900070502,10239.0,40.80572,-105.77018,-8.0,,DDMC2,1978-10-01 00:00,2100-01-01 00:00
06122500:MT:BOR,06122500,MT,BOR,Deadman's Basin Res,MT,Wheatland,100402011007,3921.0,46.34011,-109.40917,,,,1941-06-01 00:00,2100-01-01 00:00
22G27:OR:SNOW,22G27,OR,SNOW,Deadwood Junction,OR,Jackson,171003070804,4660.0,42.28537,-122.37698,,,DDZO3,1960-01-01 00:00,2100-01-01 00:00
13236000:ID:BOR,13236000,ID,BOR,Deadwood Reservoir,ID,Valley,170501200403,5334.0,44.29338,-115.64673,,,,1931-01-01 00:00,2100-01-01 00:00
13236500:ID:USGS,13236500,ID,USGS,Deadwood Reservoir Inflow,ID,Valley,170501200501,5181.0,44.29194,-115.64194,,,,1926-10-01 00:00,2100-01-01 00:00
439:ID:SNTL,439,ID,SNTL,Deadwood Summit,ID,Valley,170501200401,6860.0,44.54514,-115.5638,-8.0,,DDSI1,1978-10-01 00:00,2100-01-01 00:00
06073500:MT:USGS,06073500,MT,USGS,Dearborn R nr Craig,MT,Lewis and Clark,100301020404,3800.0,47.19911,-112.09639,,,,1945-10-01 00:00,2100-01-01 00:00
2190:CA:SCAN,2190,CA,SCAN,Death Valley Jct,GC,Inyo,180902021504,2062.0,36.32502,-116.35132,-8.0,70961,DVJC1,2012-06-08 00:00,2100-01-01 00:00
2415:WY:COOP,2415,WY,COOP,Deaver,MT,Big Horn,100800140406,4100.0,44.88333,-108.6,,,DEVW4,1916-01-01 00:00,2100-01-01 00:00
1319:WA:SNTL,1319,WA,SNTL,Decline Creek,OR,Snohomish,171100060403,4480.0,48.23594,-121.455,-8.0,,DCKW1,1900-01-01 00:00,2100-01-01 00:00
2174:AL:SCAN,2174,AL,SCAN,Dee River Ranch,GC,Pickens,031601060504,160.0,33.10768,-88.31003,-6.0,,DEEA1,2010-04-09 00:00,2100-01-01 00:00
10371500:OR:USGS,10371500,OR,USGS,Deep Ck ab Adel,OR,Lake,171200070310,4980.0,42.18905,-120.00162,,,,1922-10-01 00:00,2100-01-01 00:00
06H17:WY:SNOW,06H17,WY,SNOW,Deep Lake,CO,Carbon,101800040302,10500.0,41.4,-106.28333,,,,1965-02-01 00:00,2100-01-01 00:00
2187:CA:SCAN,2187,CA,SCAN,Deep Springs,GC,Inyo,180902010102,5399.0,37.37222,-117.97383,-8.0,70962,DPSC1,2011-11-21 00:00,2100-01-01 00:00
55P01:AK:SNOW,55P01,AK,SNOW,Deer Creek,AK,Yukon-Koyukuk,190902041107,195.0,64.82791,-155.1094,,,DERA2,2005-12-01 00:00,2100-01-01 00:00
09UT06JJ:UT:BOR,09UT06JJ,UT,BOR,Deer Creek Reservoir,UT,Wasatch,160202030405,5420.0,40.4084,-111.5287,,,,1950-01-01 00:00,2100-01-01 00:00
2275:MT:COOP,2275,MT,COOP,Deer Lodge 3 W,MT,Powell,170102010707,4850.0,46.4,-112.8,,,DERM8,1938-10-01 00:00,2100-01-01 00:00
23B04:WA:SNOW,23B04,WA,SNOW,Deer Park,OR,Clallam,171100200303,5346.0,47.94842,-123.25858,,,DPSW1,1949-01-01 00:00,2100-01-01 00:00
923:WY:SNTL,923,WY,SNTL,Deer Park,MT,Fremont,100800030101,9700.0,42.59076,-108.90273,-8.0,,DPKW4,1997-08-14 00:00,2100-01-01 00:00
05J17:CO:SNOW,05J17,CO,SNOW,Deer Ridge,CO,Larimer,101900060204,9000.0,40.4,-105.63333,,,DEEC2,1949-02-01 00:00,2100-01-01 00:00
06409500:SD:BOR,06409500,SD,BOR,Deerfield,MT,Pennington,101201100106,5900.0,44.02899,-103.78571,,,,1945-10-01 00:00,2100-01-01 00:00
06410000:SD:USGS,06410000,SD,USGS,Deerfield Reservoir Inflow,MT,Pennington,101201100108,5785.0,44.02915,-103.78187,,,,1946-08-01 00:00,2100-01-01 00:00
1210:NV:SNTL,1210,NV,SNTL,Defiance Mines,UT,White Pine,160600081002,9302.0,39.08527,-114.89977,-8.0,73394,DEFN2,2011-12-22 00:00,2100-01-01 00:00
14K09:NV:SNOW,14K09,NV,SNOW,"Defiance Mines, Aerial Marker",UT,White Pine,160600081002,9302.0,39.08527,-114.89977,,,DEFN2,1970-03-01 00:00,2100-01-01 00:00
2184:CO:COOP,2184,CO,COOP,Del Norte,UN,Rio Grande,130100020701,7880.0,37.66666,-106.35,,,DLNC2,1893-01-01 00:00,2100-01-01 00:00
DELU1:UT:USGS,DELU1,UT,USGS,Dell Fk nr SLC,UT,Salt Lake,160202040302,5800.0,40.76881,-111.7023,,,,1942-12-01 00:00,2100-01-01 00:00
16F13:ID:SNOW,16F13,ID,SNOW,Democrat Creek,ID,Owyhee,170501030601,5718.0,43.08738,-116.78114,,,,1970-01-01 00:00,2100-01-01 00:00
51K03:AK:SNOW,51K03,AK,SNOW,Demonstration Forest,AK,Kenai Peninsula,190203010807,780.0,59.6625,-151.65,,,DEMA2,1976-02-01 00:00,2100-01-01 00:00
50N06:AK:SNOW,50N06,AK,SNOW,Denali View,AK,Matanuska-Susitna,190205021002,700.0,62.596,-150.23417,,,DNVA2,1988-02-01 00:00,2100-01-01 00:00
2220:CO:COOP,2220,CO,COOP,Denver WSFO AP,UN,Denver,101900030204,5290.0,39.76666,-104.86666,,,DNRC2,1948-01-01 00:00,2100-01-01 00:00
19E03:OR:SNOW,19E03,OR,SNOW,Derr,OR,Wheeler,170703040401,5860.0,44.44722,-119.93062,,,DERO3,1937-04-01 00:00,2100-01-01 00:00
440:OR:SNTL,440,OR,SNTL,Derr.,OR,Wheeler,170703040401,5850.0,44.4465,-119.93012,-8.0,,DERO3,1979-10-01 00:00,2100-01-01 00:00
14064500:OR:USGS,14064500,OR,USGS,Deschutes R at Benham Falls,OR,Deschutes,170703010402,4142.0,43.93012,-121.41197,,,,1906-04-01 00:00,2100-01-01 00:00
14054000:OR:USGS,14054000,OR,USGS,Deschutes R bl Crane Prairie,OR,Deschutes,170703010207,4420.0,43.75,-121.7825,,,,1922-03-01 00:00,2100-01-01 00:00
14050000:OR:USGS,14050000,OR,USGS,Deschutes R bl Snow Ck,OR,Deschutes,170703010104,4445.0,43.81401,-121.77697,,,,1937-10-01 00:00,2100-01-01 00:00
2183:CA:SCAN,2183,CA,SCAN,Desert Center,GC,Riverside,181001004703,556.0,33.80208,-115.30505,-8.0,70986,ERTC1,2011-11-16 00:00,2100-01-01 00:00
2243:NV:COOP,2243,NV,COOP,Desert Game Range,UN,Clark,150100150208,2920.0,36.43333,-115.36666,,,DNWN2,1940-04-01 00:00,2100-01-01 00:00
13A02:MT:SNOW,13A02,MT,SNOW,Desert Mountain,MT,Flathead,170102090703,5600.0,48.41322,-113.95497,,,DMTM8,1937-03-01 00:00,2100-01-01 00:00
14180500:OR:BOR,14180500,OR,BOR,Detroit,OR,Marion,170900050304,1569.0,44.72204,-122.24961,,,,1952-10-01 00:00,2100-01-01 00:00
2292:OR:COOP,2292,OR,COOP,Detroit Dam,OR,Linn,170900050304,1220.0,44.71666,-122.25,,,DTTO3,1947-10-01 00:00,2100-01-01 00:00
14181500:OR:USGS,14181500,OR,USGS,Detroit Lake Inflow,OR,Linn,170900050401,1094.0,44.75262,-122.29841,,,,1908-12-01 00:00,2100-01-01 00:00
20A04:WA:SNOW,20A04,WA,SNOW,Devils Park,OR,Whatcom,171100050604,5900.0,48.74869,-120.86084,,,DVSW1,1950-02-01 00:00,2100-01-01 00:00
DPO:CA:MSNT,DPO,CA,MSNT,Devils Postpile,GC,Madera,180400060402,7569.0,37.629,-119.085,,,,2007-10-01 00:00,2100-01-01 00:00
DPO:CA:SNOW,DPO,CA,SNOW,Devils Postpile,UN,Madera,180400060402,7569.0,37.629,-119.085,,,,2013-02-01 00:00,2100-01-01 00:00
2466:WY:COOP,2466,WY,COOP,Devils Tower 2,MT,Crook,101202010807,3860.0,44.58333,-104.7,,,DTRW4,1959-01-01 00:00,2100-01-01 00:00
14149150:OR:BOR,14149150,OR,BOR,Dexter,OR,Lane,170900010703,695.0,43.92396,-122.80514,,,,1970-10-01 00:00,2100-01-01 00:00
2048:MO:SCAN,2048,MO,SCAN,Dexter,GC,Stoddard,080202040502,305.0,36.78333,-89.93333,-6.0,28817,DEXM7,2001-09-19 00:00,2100-01-01 00:00
2157:WA:COOP,2157,WA,COOP,Diablo Dam,OR,Whatcom,171100050708,890.0,48.71666,-121.15,,,DIAW1,1915-01-01 00:00,2100-01-01 00:00
DMN:CA:SNOW,DMN,CA,SNOW,Diamond Crossing,UN,Placer,180201280202,6050.0,39.112,-120.283,,,,1967-02-01 00:00,2100-01-01 00:00
442:OR:SNTL,442,OR,SNTL,Diamond Lake,OR,Douglas,171003010204,5280.0,43.18787,-122.14003,-8.0,,DIAO3,1979-10-01 00:00,2100-01-01 00:00
443:NV:SNTL,443,NV,SNTL,Diamond Peak,UT,Eureka,160600051503,8017.0,39.56361,-115.84421,-8.0,,DPKN2,1983-10-01 00:00,2100-01-01 00:00
2580:WY:COOP,2580,WY,COOP,Dillinger,MT,Campbell,101202010404,4310.0,44.11666,-105.11666,,,DILW4,1941-11-01 00:00,2100-01-01 00:00
2281:CO:COOP,2281,CO,COOP,Dillon 1 E,UN,Summit,140100020401,9060.0,39.63333,-106.03333,,,DLLC2,1893-01-01 00:00,2100-01-01 00:00
09009020:CO:BOR,09009020,CO,BOR,Dillon Reservoir,CO,Summit,140100020401,9000.0,39.62123,-106.06198,,,,1963-08-01 00:00,2100-01-01 00:00
2409:MT:COOP,2409,MT,COOP,Dillon Wmce,MT,Beaverhead,100200020311,5230.0,45.2,-112.63333,,,DLLM8,1895-01-01 00:00,2100-01-01 00:00
444:UT:SNTL,444,UT,SNTL,Dills Camp,UT,Sanpete,140700020201,9228.0,39.04554,-111.46875,-8.0,,DCPU1,1978-10-01 00:00,2100-01-01 00:00
06221400:WY:USGS,06221400,WY,USGS,Dinwoody Ck nr Burris,MT,Fremont,100800010503,6500.0,43.34551,-109.41014,,,,1957-10-01 00:00,2100-01-01 00:00
49S01:AK:SNOW,49S01,AK,SNOW,Disaster Creek,AK,Yukon-Koyukuk,190901010110,1550.0,67.698,-149.725,,,DSKA2,1971-02-01 00:00,2100-01-01 00:00
445:NV:SNTL,445,NV,SNTL,Disaster Peak,UT,Humboldt,160402010201,6260.0,41.96737,-118.18934,-8.0,40632,DSPN2,1980-10-01 00:00,2100-01-01 00:00
19A19:WA:SNOW,19A19,WA,SNOW,Disautel Pass,OR,Okanogan,170200061903,3310.0,48.28409,-119.14707,,,DISW1,2002-02-01 00:00,2100-01-01 00:00
13050018:ID:USGS,13050018,ID,USGS,Discharge Crosscut Canal To Teton River,ID,Teton,170402040502,5000.0,43.93389,-111.36493,,,,1937-10-01 00:00,2100-01-01 00:00
13C42:MT:SNOW,13C42,MT,SNOW,Discovery Basin,MT,Granite,170102020102,7050.0,46.25567,-113.23402,,,DSVM8,1961-03-01 00:00,2100-01-01 00:00
446:CA:SNTL,446,CA,SNTL,Dismal Swamp,OR,Modoc,171200070304,7360.0,41.99127,-120.18033,-8.0,,DMLC1,1979-10-01 00:00,2100-01-01 00:00
03F04:SD:SNOW,03F04,SD,SNOW,Ditch Creek,MT,Pennington,101201070501,6890.0,43.86667,-103.78333,,,,1989-01-01 00:00,2100-01-01 00:00
13069000:ID:USGS,13069000,ID,USGS,Div Fm Snake R Bet Shelly And Blackfoot,ID,Bingham,170402060206,4400.0,43.33333,-112.33333,,,,1932-05-01 00:00,2100-01-01 00:00
13182450:OR:USGS,13182450,OR,USGS,Div To North And South Canals Fr Owyhee,ID,Malheur,170501100702,2344.0,43.6419,-117.2319,,,,1938-10-01 00:00,2100-01-01 00:00
13059500:ID:USGS,13059500,ID,USGS,Div. Fm Snake R Bet Heise And Shelly Gag,ID,Bonneville,170402050403,4700.0,43.48333,-111.81667,,,,1932-05-01 00:00,2100-01-01 00:00
2595:WY:COOP,2595,WY,COOP,Diversion Dam,MT,Fremont,100800011002,5580.0,43.23333,-108.93333,,,MTNW4,1921-02-01 00:00,2100-01-01 00:00
NM0002:NM:USGS,NM0002,NM,USGS,Diversion From Lake MayoLa,CO,Colfax,110800010101,7936.0,36.9839,-104.3733,,,,2011-10-01 00:00,2100-01-01 00:00
09449000:AZ:USGS,09449000,AZ,USGS,Diversions From Gila R In Safford Valley,CO,Graham,150400050910,2520.0,33.18333,-110.21667,,,,1952-10-01 00:00,2100-01-01 00:00
448:MT:SNTL,448,MT,SNTL,Divide,MT,Madison,100200030102,7800.0,44.79317,-112.05645,-8.0,,DIVM8,1971-01-01 00:00,2100-01-01 00:00
449:WY:SNTL,449,WY,SNTL,Divide Peak,CO,Carbon,140500030203,8730.0,41.30399,-107.15255,-8.0,,DVDW4,1979-10-01 00:00,2100-01-01 00:00
12C15:MT:SNOW,12C15,MT,SNOW,Dix Hill,MT,Powell,170102010604,6400.0,46.69927,-112.55222,,,DIXM8,1961-03-01 00:00,2100-01-01 00:00
16F12:ID:SNOW,16F12,ID,SNOW,Dobson Creek,ID,Owyhee,170501030601,7093.0,43.07924,-116.82847,,,,1970-01-01 00:00,2100-01-01 00:00
UT0008:UT:USGS,UT0008,UT,USGS,Docs Diversion,UT,Duchesne,140600030304,8200.0,40.55078,-110.7089,,,,1900-01-01 00:00,2100-01-01 00:00
16E15:ID:SNOW,16E15,ID,SNOW,Dodson Pass,ID,Gem,170501220302,4318.0,44.33682,-116.33753,,,,1996-01-01 00:00,2100-01-01 00:00
DSM:CA:SNOW,DSM,CA,SNOW,Dodsons Meadow,UN,Fresno,180300100602,8050.0,37.092,-118.958,,,,1956-02-01 00:00,2100-01-01 00:00
2191:CA:SCAN,2191,CA,SCAN,Doe Ridge,GC,Mono,180901020207,7340.0,37.63423,-118.82643,-8.0,70963,DOEC1,2012-06-10 00:00,2100-01-01 00:00
21G06:OR:SNOW,21G06,OR,SNOW,Dog Hollow AM,OR,Klamath,180102040402,4920.0,42.1284,-121.12085,,,DLZO3,1958-02-01 00:00,2100-01-01 00:00
450:ID:SNTL,450,ID,SNTL,Dollarhide Summit,ID,Blaine,170402190201,8420.0,43.6025,-114.67417,-8.0,,DHDI1,1979-10-01 00:00,2100-01-01 00:00
09180000:UT:USGS,09180000,UT,USGS,"Dolores - Cisco, Nr",UT,Grand,140300040605,4165.0,38.78333,-109.18333,,,,1950-12-01 00:00,2100-01-01 00:00
09166500:CO:USGS,09166500,CO,USGS,Dolores R at Dolores,CO,Montezuma,140300020306,6940.0,37.47249,-108.49759,,,,1895-10-01 00:00,2100-01-01 00:00
09169000:CO:USGS,09169000,CO,USGS,Dolores R bl Mcphee Reservoir,CO,Montezuma,140300020601,6666.0,37.57694,-108.57194,,,,1928-01-01 00:00,2100-01-01 00:00
CO0043:CO:USGS,CO0043,CO,USGS,Dolores Tunnel,CO,Montezuma,140802020103,6820.0,37.4508,-108.5497,,,,1993-10-01 00:00,2100-01-01 00:00
